gene_id	gene_symbol	gene_type	chrom	start	end	onco_gene_type	oncokb_flag	cosmic_flag
ENSG00000069399.15	BCL3	protein_coding	19	44747704	44760044	oncogene, fusion	1	1
ENSG00000142273.13	CBLC	protein_coding	19	44777868	44800652		1	1
ENSG00000104884.17	ERCC2	protein_coding	19	45349836	45370918	TSG	1	1
ENSG00000012061.16	ERCC1	protein_coding	19	45407333	45478828	TSG	1	0
ENSG00000160007.19	ARHGAP35	protein_coding	19	46860996	47005077	TSG	1	1
ENSG00000105327.18	BBC3	protein_coding	19	47220821	47232766	TSG	1	0
ENSG00000087088.20	BAX	protein_coding	19	48954814	48961798	TSG	1	1
ENSG00000126458.4	RRAS	protein_coding	19	49635291	49640143	ONCOGENE	1	0
ENSG00000126453.10	BCL2L12	protein_coding	19	49665141	49673916	oncogene	0	1
ENSG00000204673.11	AKT1S1	protein_coding	19	49869032	49878459	ONCOGENE	1	0
ENSG00000062822.15	POLD1	protein_coding	19	50384203	50418018	TSG	1	1
ENSG00000167751.13	KLK2	protein_coding	19	50861567	50880567	fusion	1	1
ENSG00000105568.18	PPP2R1A	protein_coding	19	52190047	52229518	TSG	1	1
ENSG00000130844.19	ZNF331	protein_coding	19	53519526	53580269	TSG, fusion	1	1
ENSG00000105619.14	TFPT	protein_coding	19	54107019	54115657	fusion	1	1
ENSG00000088038.19	CNOT3	protein_coding	19	54137748	54155681	TSG	1	1
ENSG00000160469.17	BRSK1	protein_coding	19	55282071	55312562	TSG	1	0
ENSG00000063244.13	U2AF2	protein_coding	19	55654145	55674716	INSUFFICIENT_EVIDENCE	1	0
ENSG00000105146.13	AURKC	protein_coding	19	57230801	57235548	ONCOGENE	1	0
ENSG00000134323.12	MYCN	protein_coding	2	15940549	15947007	oncogene	1	1
ENSG00000178295.15	GEN1	protein_coding	2	17753857	17788946	INSUFFICIENT_EVIDENCE	1	0
ENSG00000163026.12	WDCP	protein_coding	2	24029346	24049575	fusion	1	1
ENSG00000084676.16	NCOA1	protein_coding	2	24491253	24770702	fusion	1	1
ENSG00000119772.18	DNMT3A	protein_coding	2	25227854	25342590	TSG	1	1
ENSG00000143970.18	ASXL2	protein_coding	2	25733752	25878487	TSG	1	1
ENSG00000115163.15	CENPA	protein_coding	2	26764288	26801067	INSUFFICIENT_EVIDENCE	1	0
ENSG00000084774.14	CAD	protein_coding	2	27217368	27243943	ONCOGENE	1	0
ENSG00000213639.10	PPP1CB	protein_coding	2	28751639	28802940		1	0
ENSG00000171094.18	ALK	protein_coding	2	29192773	29921586	oncogene, fusion	1	1
ENSG00000119801.13	YPEL5	protein_coding	2	30146940	30160533		1	0
ENSG00000115760.14	BIRC6	protein_coding	2	32357027	32618899	oncogene, fusion	0	1
ENSG00000115808.12	STRN	protein_coding	2	36837697	36966536	fusion	1	1
ENSG00000115904.14	SOS1	protein_coding	2	38981548	39124345	oncogene, fusion	1	1
ENSG00000143924.19	EML4	protein_coding	2	42169352	42332548	fusion	1	1
ENSG00000152518.8	ZFP36L2	protein_coding	2	43222401	43226606	TSG	1	0
ENSG00000170577.8	SIX2	protein_coding	2	45005181	45009452	oncogene	0	1
ENSG00000116016.14	EPAS1	protein_coding	2	46293666	46386697	oncogene, TSG	1	1
ENSG00000119888.11	EPCAM	protein_coding	2	47345157	47387601	TSG	1	0
ENSG00000095002.15	MSH2	protein_coding	2	47403066	47663146	TSG	1	1
ENSG00000116062.17	MSH6	protein_coding	2	47695529	47810063	TSG	1	1
ENSG00000138081.22	FBXO11	protein_coding	2	47789315	47906498	TSG	1	1
ENSG00000115392.12	FANCL	protein_coding	2	58159242	58241372	TSG	1	0
ENSG00000119866.22	BCL11A	protein_coding	2	60450519	60554467	oncogene, fusion	1	1
ENSG00000162924.15	REL	protein_coding	2	60881520	60931612	oncogene	1	1
ENSG00000082898.19	XPO1	protein_coding	2	61476031	61538741	oncogene	1	1
ENSG00000143971.9	ETAA1	protein_coding	2	67397321	67412089	TSG	1	0
ENSG00000169564.7	PCBP1	protein_coding	2	70087476	70089203	INSUFFICIENT_EVIDENCE	1	1
ENSG00000187605.16	TET3	protein_coding	2	73984909	74108176	TSG	1	0
ENSG00000065911.13	MTHFD2	protein_coding	2	74186171	74217565	ONCOGENE	1	0
ENSG00000204843.13	DCTN1	protein_coding	2	74361153	74392087	fusion	1	1
ENSG00000066032.19	CTNNA2	protein_coding	2	79185230	80648861	oncogene	0	1
ENSG00000158050.5	DUSP2	protein_coding	2	96143168	96145440		1	0
ENSG00000135956.9	TMEM127	protein_coding	2	96248513	96265997	TSG	1	1
ENSG00000196843.17	ARID5A	protein_coding	2	96536742	96552634	INSUFFICIENT_EVIDENCE	1	0
ENSG00000040933.16	INPP4A	protein_coding	2	98444853	98594392	INSUFFICIENT_EVIDENCE	1	0
ENSG00000144218.21	AFF3	protein_coding	2	99545418	100192428	oncogene, fusion	1	1
ENSG00000071054.16	MAP4K4	protein_coding	2	101696849	101894689	ONCOGENE	1	0
ENSG00000153165.19	RGPD3	protein_coding	2	106391289	106468413		0	1
ENSG00000153201.16	RANBP2	protein_coding	2	108719481	108785809	TSG, fusion	1	1
ENSG00000153094.24	BCL2L11	protein_coding	2	111119377	111168445	TSG	1	0
ENSG00000153208.17	MERTK	protein_coding	2	111898606	112029561	ONCOGENE	1	0
ENSG00000114999.8	TTL	protein_coding	2	112482155	112541739		1	0
ENSG00000125618.18	PAX8	protein_coding	2	113215996	113278921	fusion	1	1
ENSG00000163161.14	ERCC3	protein_coding	2	127257289	127294166	TSG	1	1
ENSG00000121966.7	CXCR4	protein_coding	2	136114348	136118149	oncogene	1	1
ENSG00000168702.18	LRP1B	protein_coding	2	140231422	142131016	TSG	1	1
ENSG00000121989.15	ACVR2A	protein_coding	2	147844516	147930826	TSG	1	1
ENSG00000115170.16	ACVR1	protein_coding	2	157736250	157876330	oncogene	1	1
ENSG00000152256.14	PDK1	protein_coding	2	172555372	172608669	ONCOGENE	1	0
ENSG00000235655.3	H3P6	processed_pseudogene	2	174719907	174720318	NEITHER	1	0
ENSG00000128656.15	CHN1	protein_coding	2	174798808	175005381		1	0
ENSG00000128714.6	HOXD13	protein_coding	2	176092720	176095944	oncogene, fusion	1	1
ENSG00000128713.14	HOXD11	protein_coding	2	176104215	176109754	oncogene, fusion	1	1
ENSG00000116044.16	NFE2L2	protein_coding	2	177227594	177392697	oncogene, TSG	1	1
ENSG00000138448.12	ITGAV	protein_coding	2	186590055	186680901		0	1
ENSG00000168542.16	COL3A1	protein_coding	2	188974372	189012746	fusion	0	1
ENSG00000064933.18	PMS1	protein_coding	2	189784084	189877629	TSG	1	1
ENSG00000115415.20	STAT1	protein_coding	2	190908459	191020960	INSUFFICIENT_EVIDENCE	1	0
ENSG00000138378.19	STAT4	protein_coding	2	191029575	191151596	ONCOGENE	1	0
ENSG00000115524.17	SF3B1	protein_coding	2	197388514	197435079	oncogene	1	1
ENSG00000064012.22	CASP8	protein_coding	2	201233442	201287711	TSG	1	1
ENSG00000178562.18	CD28	protein_coding	2	203706474	203738912	oncogene	1	1
ENSG00000163599.17	CTLA4	protein_coding	2	203867770	203873965	ONCOGENE	1	0
ENSG00000118260.15	CREB1	protein_coding	2	207529736	207605988	oncogene, fusion	1	1
ENSG00000138413.14	IDH1	protein_coding	2	208236228	208266074	oncogene	1	1
ENSG00000021826.17	CPS1	protein_coding	2	210477681	210679107		1	0
ENSG00000178568.15	ERBB4	protein_coding	2	211375716	212538841	oncogene, TSG	1	1
ENSG00000030419.17	IKZF2	protein_coding	2	212999690	213152427		1	0
ENSG00000138376.11	BARD1	protein_coding	2	214725645	214809683	TSG	1	1
ENSG00000138363.15	ATIC	protein_coding	2	215311955	215349773	fusion	1	1
ENSG00000163497.3	FEV	protein_coding	2	218981086	218985184	oncogene, fusion	1	1
ENSG00000123999.5	INHA	protein_coding	2	219569161	219575711	TSG	1	0
ENSG00000135903.20	PAX3	protein_coding	2	222199886	222298998	oncogene, fusion	1	1
ENSG00000123983.15	ACSL3	protein_coding	2	222860941	222944639	fusion	1	1
ENSG00000036257.13	CUL3	protein_coding	2	224470149	224585397	TSG	1	1
ENSG00000169047.6	IRS1	protein_coding	2	226731311	226799820	ONCOGENE	1	0
ENSG00000079263.19	SP140	protein_coding	2	230203109	230313215	TSG	1	0
ENSG00000144535.20	DIS3L2	protein_coding	2	231961244	232344350	ONCOGENE_AND_TSG	1	0
ENSG00000168918.14	INPP5D	protein_coding	2	233059966	233207903		1	0
ENSG00000144476.6	ACKR3	protein_coding	2	236567786	236582354	oncogene, fusion	1	1
ENSG00000068024.17	HDAC4	protein_coding	2	239048167	239401654	ONCOGENE_AND_TSG	1	0
ENSG00000115687.14	PASK	protein_coding	2	241106098	241150264		1	0
ENSG00000188389.11	PDCD1	protein_coding	2	241849883	241858894	ONCOGENE	1	0
ENSG00000101255.12	TRIB3	protein_coding	20	362834	397559	ONCOGENE	1	0
ENSG00000198053.12	SIRPA	protein_coding	20	1894166	1940592	TSG	0	1
ENSG00000101349.17	PAK5	protein_coding	20	9537369	9839076	ONCOGENE	1	0
ENSG00000101343.15	CRNKL1	protein_coding	20	20034367	20056046		0	1
ENSG00000125968.9	ID1	protein_coding	20	31605282	31606515	ONCOGENE	1	0
ENSG00000171552.14	BCL2L1	protein_coding	20	31664451	31723989	INSUFFICIENT_EVIDENCE	1	0
ENSG00000171456.20	ASXL1	protein_coding	20	32358329	32439319	TSG	1	1
ENSG00000088305.18	DNMT3B	protein_coding	20	32762384	32809356	TSG	1	0
ENSG00000101347.11	SAMHD1	protein_coding	20	36890228	36951893	TSG	1	0
ENSG00000197122.12	SRC	protein_coding	20	37344684	37406050	oncogene	1	1
ENSG00000204103.4	MAFB	protein_coding	20	40685847	40689236	oncogene, fusion	1	1
ENSG00000198900.7	TOP1	protein_coding	20	41028821	41124487	fusion	1	1
ENSG00000124181.14	PLCG1	protein_coding	20	41136959	41196801	oncogene, fusion	1	1
ENSG00000196090.12	PTPRT	protein_coding	20	42072751	43189970	TSG	1	1
ENSG00000124145.6	SDC4	protein_coding	20	45325287	45348424	fusion	1	1
ENSG00000124151.19	NCOA3	protein_coding	20	47501886	47656877	ONCOGENE	1	0
ENSG00000196396.10	PTPN1	protein_coding	20	50510320	50585241	ONCOGENE_AND_TSG	1	0
ENSG00000101096.20	NFATC2	protein_coding	20	51386956	51562831	oncogene, fusion	1	1
ENSG00000101115.13	SALL4	protein_coding	20	51782330	51802521	oncogene	1	1
ENSG00000171940.14	ZNF217	protein_coding	20	53567070	53609907	ONCOGENE	1	0
ENSG00000087586.18	AURKA	protein_coding	20	56369388	56392337	ONCOGENE	1	0
ENSG00000087460.29	GNAS	protein_coding	20	58839717	58911192	oncogene	1	1
ENSG00000179242.16	CDH4	protein_coding	20	61252260	61940617	ONCOGENE	1	0
ENSG00000184402.15	SS18L1	protein_coding	20	62143768	62182514	fusion	1	1
ENSG00000101213.7	PTK6	protein_coding	20	63528000	63537376	oncogene, TSG	1	1
ENSG00000258366.10	RTEL1	protein_coding	20	63657809	63696253	TSG	1	0
ENSG00000101246.20	ARFRP1	protein_coding	20	63698641	63708025		1	0
ENSG00000205927.5	OLIG2	protein_coding	21	33025934	33029196	oncogene, fusion	1	1
ENSG00000142166.13	IFNAR1	protein_coding	21	33324428	33359864	INSUFFICIENT_EVIDENCE	1	0
ENSG00000159216.19	RUNX1	protein_coding	21	34787800	36004667	oncogene, TSG, fusion	1	1
ENSG00000185917.14	SETD4	protein_coding	21	36034540	36079389	INSUFFICIENT_EVIDENCE	1	0
ENSG00000157554.19	ERG	protein_coding	21	38380026	38661780	oncogene, fusion	1	1
ENSG00000184012.14	TMPRSS2	protein_coding	21	41464299	41531116	fusion	1	1
ENSG00000160201.12	U2AF1	protein_coding	21	43092955	43107570	oncogene	1	1
ENSG00000160223.17	ICOSLG	protein_coding	21	44217013	44240966	ONCOGENE	1	0
ENSG00000070371.16	CLTCL1	protein_coding	22	19179472	19291719	TSG, fusion	1	1
ENSG00000100084.14	HIRA	protein_coding	22	19330697	19447450	TSG	1	0
ENSG00000184702.20	SEPTIN5	protein_coding	22	19714502	19724224		1	0
ENSG00000128191.16	DGCR8	protein_coding	22	20080231	20111877	oncogene	0	1
ENSG00000099942.13	CRKL	protein_coding	22	20917406	20953747	ONCOGENE	1	0
ENSG00000099949.21	LZTR1	protein_coding	22	20982268	20999032	TSG	1	1
ENSG00000100030.15	MAPK1	protein_coding	22	21759656	21867680	oncogene	1	1
ENSG00000186716.21	BCR	protein_coding	22	23179703	23318037	fusion	1	1
ENSG00000099956.20	SMARCB1	protein_coding	22	23786930	23838009	TSG	1	1
ENSG00000169184.6	MN1	protein_coding	22	27748276	27801756	oncogene, fusion	1	1
ENSG00000183765.23	CHEK2	protein_coding	22	28687742	28742422	TSG	1	1
ENSG00000100219.16	XBP1	protein_coding	22	28794554	28800597	ONCOGENE	1	0
ENSG00000183579.16	ZNRF3	protein_coding	22	28883571	29057488	TSG	1	1
ENSG00000182944.18	EWSR1	protein_coding	22	29268008	29300525	oncogene, fusion	1	1
ENSG00000186575.19	NF2	protein_coding	22	29603555	29698598	TSG	1	1
ENSG00000100105.18	PATZ1	protein_coding	22	31325803	31346346	TSG, fusion	1	1
ENSG00000175329.13	ISX	protein_coding	22	35066135	35087387		0	1
ENSG00000100345.22	MYH9	protein_coding	22	36281279	36387967	TSG, fusion	1	1
ENSG00000128340.15	RAC2	protein_coding	22	37225269	37244448	ONCOGENE	1	0
ENSG00000100146.18	SOX10	protein_coding	22	37970685	37987422	ONCOGENE	1	0
ENSG00000179750.16	APOBEC3B	protein_coding	22	38982346	38992804		1	0
ENSG00000100311.17	PDGFB	protein_coding	22	39223358	39244982	oncogene, fusion	1	1
ENSG00000196588.20	MRTFA	protein_coding	22	40410280	40636719	oncogene, TSG, fusion	1	1
ENSG00000100393.14	EP300	protein_coding	22	41092591	41180077	TSG, fusion	1	1
ENSG00000075218.19	GTSE1	protein_coding	22	46296869	46330810		1	0
ENSG00000113851.15	CRBN	protein_coding	3	3144627	3179727	TSG	1	0
ENSG00000196220.16	SRGAP3	protein_coding	3	8980590	9363053	fusion	0	1
ENSG00000168137.19	SETD5	protein_coding	3	9397614	9479240	INSUFFICIENT_EVIDENCE	1	0
ENSG00000144554.13	FANCD2	protein_coding	3	10026369	10101932	TSG	1	1
ENSG00000134086.8	VHL	protein_coding	3	10141777	10153667	TSG	1	1
ENSG00000132170.24	PPARG	protein_coding	3	12287367	12434356	TSG, fusion	1	1
ENSG00000132155.13	RAF1	protein_coding	3	12583600	12664125	oncogene, fusion	1	1
ENSG00000163520.14	FBLN2	protein_coding	3	13549124	13638422	TSG	0	1
ENSG00000154767.15	XPC	protein_coding	3	14145146	14178621	TSG	1	1
ENSG00000163513.19	TGFBR2	protein_coding	3	30606600	30694142	TSG	1	1
ENSG00000183813.7	CCR4	protein_coding	3	32951643	32956349	oncogene	0	1
ENSG00000076242.16	MLH1	protein_coding	3	36993349	37050846	TSG	1	1
ENSG00000172936.16	MYD88	protein_coding	3	38138477	38143022	oncogene	1	1
ENSG00000168036.18	CTNNB1	protein_coding	3	41194740	41260096	oncogene, fusion	1	1
ENSG00000181555.21	SETD2	protein_coding	3	47016428	47164113	TSG	1	1
ENSG00000164053.22	ATRIP	protein_coding	3	48446709	48467645	TSG	1	0
ENSG00000213672.8	NCKIPSD	protein_coding	3	48673843	48686364	fusion	0	1
ENSG00000067560.14	RHOA	protein_coding	3	49359138	49412998	oncogene, TSG	1	1
ENSG00000173531.15	MST1	protein_coding	3	49683946	49689501	TSG	1	0
ENSG00000164078.13	MST1R	protein_coding	3	49887001	49903873	ONCOGENE	1	0
ENSG00000041880.15	PARP3	protein_coding	3	51942344	51948867		1	0
ENSG00000163930.10	BAP1	protein_coding	3	52401007	52410008	TSG	1	1
ENSG00000163939.18	PBRM1	protein_coding	3	52545351	52685917	TSG	1	1
ENSG00000157388.20	CACNA1D	protein_coding	3	53328962	53813733	oncogene	1	1
ENSG00000189283.10	FHIT	protein_coding	3	59747276	61251459	TSG, fusion	1	1
ENSG00000163635.20	ATXN7	protein_coding	3	63863154	64003462	ONCOGENE	1	0
ENSG00000187098.17	MITF	protein_coding	3	69739463	69968336	oncogene	1	1
ENSG00000114861.23	FOXP1	protein_coding	3	70954707	71583989	oncogene, fusion	1	1
ENSG00000163602.11	RYBP	protein_coding	3	72371824	72446623	TSG	1	0
ENSG00000144736.14	SHQ1	protein_coding	3	72749276	72861914	TSG	1	0
ENSG00000163605.15	PPP4R2	protein_coding	3	72996802	73069198	INSUFFICIENT_EVIDENCE	1	0
ENSG00000185008.17	ROBO2	protein_coding	3	75906694	77649964	TSG	0	1
ENSG00000169855.20	ROBO1	protein_coding	3	78597238	79767998	TSG	1	0
ENSG00000044524.11	EPHA3	protein_coding	3	89107620	89482134	TSG	1	1
ENSG00000114354.15	TFG	protein_coding	3	100709294	100748964	fusion	1	1
ENSG00000114423.23	CBLB	protein_coding	3	105655460	105869552	TSG	1	1
ENSG00000186265.10	BTLA	protein_coding	3	112463965	112499472		1	0
ENSG00000181722.17	ZBTB20	protein_coding	3	114314499	115147288	ONCOGENE_AND_TSG	1	0
ENSG00000082701.17	GSK3B	protein_coding	3	119821320	120094994	ONCOGENE	1	1
ENSG00000163430.12	FSTL1	protein_coding	3	120392292	120450993	ONCOGENE	1	0
ENSG00000051341.15	POLQ	protein_coding	3	121431430	121545988	oncogene, TSG	1	1
ENSG00000036828.17	CASR	protein_coding	3	122183667	122291629	ONCOGENE_AND_TSG	1	0
ENSG00000179348.12	GATA2	protein_coding	3	128479426	128493201	oncogene	1	1
ENSG00000163902.12	RPN1	protein_coding	3	128619968	128681075	fusion	1	1
ENSG00000169714.17	CNBP	protein_coding	3	129167826	129183922	TSG, fusion	1	1
ENSG00000129071.10	MBD4	protein_coding	3	129430946	129440179	TSG	1	0
ENSG00000154928.19	EPHB1	protein_coding	3	134795259	135260467	ONCOGENE_AND_TSG	1	0
ENSG00000118007.13	STAG1	protein_coding	3	136336235	136752403	TSG	1	1
ENSG00000051382.9	PIK3CB	protein_coding	3	138652697	138834928	oncogene	1	1
ENSG00000183770.7	FOXL2	protein_coding	3	138944223	138947137	oncogene, TSG	1	1
ENSG00000175054.16	ATR	protein_coding	3	142449006	142578733	TSG	1	1
ENSG00000018408.15	WWTR1	protein_coding	3	149517234	149736714	oncogene, fusion	1	1
ENSG00000163655.16	GMPS	protein_coding	3	155870649	155944020	fusion	1	1
ENSG00000163659.13	TIPARP	protein_coding	3	156673234	156706770		1	0
ENSG00000178053.20	MLF1	protein_coding	3	158571162	158607252	TSG, fusion	1	1
ENSG00000085276.19	MECOM	protein_coding	3	169083498	169663775	oncogene, fusion	1	1
ENSG00000270141.3	TERC	lncRNA	3	169764519	169765060		1	0
ENSG00000163558.13	PRKCI	protein_coding	3	170222423	170305977	ONCOGENE	1	0
ENSG00000177565.18	TBL1XR1	protein_coding	3	177019339	177228000	oncogene, TSG, fusion	1	1
ENSG00000121879.6	PIK3CA	protein_coding	3	179148113	179240093	oncogene	1	1
ENSG00000181449.4	SOX2	protein_coding	3	181711924	181714436	oncogene	1	1
ENSG00000043093.15	DCUN1D1	protein_coding	3	182938073	182985953	ONCOGENE	1	0
ENSG00000172578.12	KLHL6	protein_coding	3	183487550	183555706	ONCOGENE_AND_TSG	1	0
ENSG00000073803.14	MAP3K13	protein_coding	3	185282940	185489094	oncogene, TSG	1	1
ENSG00000073792.16	IGF2BP2	protein_coding	3	185643129	185825042	TSG	0	1
ENSG00000244405.8	ETV5	protein_coding	3	186046313	186110318	oncogene, fusion	1	1
ENSG00000156976.17	EIF4A2	protein_coding	3	186783204	186789897	fusion	1	1
ENSG00000113916.18	BCL6	protein_coding	3	187721376	187745725	oncogene, fusion	1	1
ENSG00000145012.14	LPP	protein_coding	3	188153283	188890671	oncogene, fusion	1	1
ENSG00000073282.14	TP63	protein_coding	3	189631388	189897276	oncogene, TSG	1	1
ENSG00000114279.15	FGF12	protein_coding	3	192139389	192767764		1	0
ENSG00000180611.7	MB21D2	protein_coding	3	192796814	192917856		0	1
ENSG00000145113.22	MUC4	protein_coding	3	195746764	195811973	oncogene	0	1
ENSG00000072274.13	TFRC	protein_coding	3	196027182	196082096	fusion	1	1
ENSG00000068078.20	FGFR3	protein_coding	4	1793292	1808872	oncogene, fusion	1	1
ENSG00000109685.19	NSD2	protein_coding	4	1871392	1982207	oncogene, fusion	1	1
ENSG00000145147.20	SLIT2	protein_coding	4	20251904	20620561	INSUFFICIENT_EVIDENCE	1	0
ENSG00000109606.13	DHX15	protein_coding	4	24517440	24584554	ONCOGENE_AND_TSG	1	0
ENSG00000157765.13	SLC34A2	protein_coding	4	25648010	25678748	TSG, fusion	1	1
ENSG00000109787.13	KLF3	protein_coding	4	38664196	38701517	TSG	1	0
ENSG00000078177.14	N4BP2	protein_coding	4	40056849	40158252	TSG	0	1
ENSG00000168421.13	RHOH	protein_coding	4	40191052	40246967	TSG, fusion	1	1
ENSG00000154277.13	UCHL1	protein_coding	4	41256412	41268455	ONCOGENE	1	0
ENSG00000109132.7	PHOX2B	protein_coding	4	41744081	41748725	TSG	1	1
ENSG00000135605.13	TEC	protein_coding	4	48135782	48269838	oncogene, fusion	1	1
ENSG00000145216.16	FIP1L1	protein_coding	4	53377640	53460862	fusion	1	1
ENSG00000109220.11	CHIC2	protein_coding	4	54009788	54064605	fusion	1	1
ENSG00000134853.12	PDGFRA	protein_coding	4	54229279	54298245	oncogene, fusion	1	1
ENSG00000157404.16	KIT	protein_coding	4	54657917	54740715	oncogene	1	1
ENSG00000128052.10	KDR	protein_coding	4	55078480	55125595	oncogene	1	1
ENSG00000174780.17	SRP72	protein_coding	4	56467616	56503681	ONCOGENE	1	0
ENSG00000084093.19	REST	protein_coding	4	56907875	56966808	TSG	1	0
ENSG00000145242.14	EPHA5	protein_coding	4	65319562	65670495	INSUFFICIENT_EVIDENCE	1	0
ENSG00000163631.17	ALB	protein_coding	4	73397113	73421482	NEITHER	1	0
ENSG00000138675.17	FGF5	protein_coding	4	80266638	80336680	ONCOGENE	1	0
ENSG00000138674.17	SEC31A	protein_coding	4	82818508	82901166		1	0
ENSG00000163322.14	ABRAXAS1	protein_coding	4	83459516	83523348	TSG	1	0
ENSG00000163629.13	PTPN13	protein_coding	4	86594314	86815171	TSG	1	1
ENSG00000172493.23	AFF1	protein_coding	4	86935001	87141039	fusion	1	1
ENSG00000187653.11	TMSB4XP8	processed_pseudogene	4	90838902	90839037		1	0
ENSG00000138698.15	RAP1GDS1	protein_coding	4	98261383	98443858	oncogene, fusion	1	1
ENSG00000151247.13	EIF4E	protein_coding	4	98879275	98929133	ONCOGENE	1	0
ENSG00000168769.14	TET2	protein_coding	4	105145874	105279816	TSG	1	1
ENSG00000155011.9	DKK2	protein_coding	4	106921801	107283806	INSUFFICIENT_EVIDENCE	1	0
ENSG00000138795.10	LEF1	protein_coding	4	108047544	108168956	oncogene, TSG	1	1
ENSG00000109471.5	IL2	protein_coding	4	122451469	122456725	fusion	1	1
ENSG00000138685.17	FGF2	protein_coding	4	122826707	122898236	ONCOGENE	1	0
ENSG00000196159.14	FAT4	protein_coding	4	125314917	125492932	TSG	1	1
ENSG00000145391.14	SETD7	protein_coding	4	139495940	139606699	INSUFFICIENT_EVIDENCE	1	0
ENSG00000109452.12	INPP4B	protein_coding	4	142023159	142847432	TSG	1	0
ENSG00000109458.8	GAB1	protein_coding	4	143336761	143474568	ONCOGENE	1	0
ENSG00000109670.16	FBXW7	protein_coding	4	152320543	152536092	TSG	1	1
ENSG00000145423.5	SFRP2	protein_coding	4	153780590	153789083	ONCOGENE_AND_TSG	1	0
ENSG00000168310.11	IRF2	protein_coding	4	184387728	184474550	TSG	1	0
ENSG00000164305.19	CASP3	protein_coding	4	184627695	184649509	TSG	0	1
ENSG00000083857.14	FAT1	protein_coding	4	186587793	186726722	TSG	1	1
ENSG00000073578.17	SDHA	protein_coding	5	218240	257082	TSG	1	1
ENSG00000071539.14	TRIP13	protein_coding	5	892883	919357	ONCOGENE_AND_TSG	1	0
ENSG00000164362.21	TERT	protein_coding	5	1253146	1295068	oncogene, TSG	1	1
ENSG00000169862.19	CTNND2	protein_coding	5	10971835	11904446	oncogene	0	1
ENSG00000040731.10	CDH10	protein_coding	5	24487099	24644978	TSG	0	1
ENSG00000113360.17	DROSHA	protein_coding	5	31400493	31532196	TSG	1	1
ENSG00000113384.14	GOLPH3	protein_coding	5	32124715	32174319		0	1
ENSG00000113387.12	SUB1	protein_coding	5	32531632	32604079		0	1
ENSG00000168685.15	IL7R	protein_coding	5	35852694	35879603	oncogene	1	1
ENSG00000113594.10	LIFR	protein_coding	5	38474667	38608354	fusion	1	1
ENSG00000164327.13	RICTOR	protein_coding	5	38937919	39074399	oncogene	1	1
ENSG00000070193.5	FGF10	protein_coding	5	44300246	44389706	ONCOGENE	1	0
ENSG00000152670.19	DDX4	protein_coding	5	55738016	55817157	ONCOGENE	1	0
ENSG00000134352.20	IL6ST	protein_coding	5	55935094	55995022	oncogene	1	1
ENSG00000095015.6	MAP3K1	protein_coding	5	56815548	56896152	oncogene, TSG	1	1
ENSG00000145632.15	PLK2	protein_coding	5	58453981	58460139	INSUFFICIENT_EVIDENCE	1	0
ENSG00000145675.15	PIK3R1	protein_coding	5	68215755	68301821	TSG	1	1
ENSG00000152942.19	RAD17	protein_coding	5	69369292	69414801	TSG	1	1
ENSG00000214944.10	ARHGEF28	protein_coding	5	73626157	73941993	ONCOGENE	1	0
ENSG00000164252.13	AGGF1	protein_coding	5	77029250	77065234	ONCOGENE	1	0
ENSG00000113318.11	MSH3	protein_coding	5	80654651	80876815	TSG	1	0
ENSG00000145715.15	RASA1	protein_coding	5	87267882	87391931	TSG	1	1
ENSG00000081189.16	MEF2C	protein_coding	5	88717116	88904257	ONCOGENE_AND_TSG	1	0
ENSG00000118985.16	ELL2	protein_coding	5	95885097	95961851	ONCOGENE_AND_TSG	1	0
ENSG00000058729.11	RIOK2	protein_coding	5	97160866	97183247	ONCOGENE	1	0
ENSG00000134982.17	APC	protein_coding	5	112707497	112846239	TSG	1	1
ENSG00000064692.20	SNCAIP	protein_coding	5	122311353	122464219		1	0
ENSG00000164398.15	ACSL6	protein_coding	5	131949972	132012243	fusion	1	1
ENSG00000164399.5	IL3	protein_coding	5	132060654	132063204	ONCOGENE	1	0
ENSG00000125347.15	IRF1	protein_coding	5	132440439	132508719	TSG	1	0
ENSG00000113522.14	RAD50	protein_coding	5	132556018	132646349	TSG	1	1
ENSG00000072364.13	AFF4	protein_coding	5	132875394	132963634	oncogene, fusion	1	1
ENSG00000120738.8	EGR1	protein_coding	5	138465478	138469303	TSG	1	0
ENSG00000044115.21	CTNNA1	protein_coding	5	138610966	138935034	TSG, fusion	1	1
ENSG00000113578.18	FGF1	protein_coding	5	142592177	142698070	ONCOGENE	1	0
ENSG00000145819.18	ARHGAP26	protein_coding	5	142770376	143229011	TSG, fusion	1	1
ENSG00000182578.14	CSF1R	protein_coding	5	150053290	150113372	oncogene	1	1
ENSG00000113721.14	PDGFRB	protein_coding	5	150113838	150155872	oncogene, fusion	1	1
ENSG00000019582.16	CD74	protein_coding	5	150400040	150412969	oncogene, fusion	1	1
ENSG00000113263.13	ITK	protein_coding	5	157142932	157255185	fusion	1	1
ENSG00000164330.17	EBF1	protein_coding	5	158695915	159099916	TSG, fusion	1	1
ENSG00000170234.13	PWWP2A	protein_coding	5	160061800	160119450	fusion	0	1
ENSG00000145863.11	GABRA6	protein_coding	5	161547062	161702593	ONCOGENE	1	0
ENSG00000184347.15	SLIT3	protein_coding	5	168661732	169301139	TSG	1	0
ENSG00000164438.6	TLX3	protein_coding	5	171309247	171312139	oncogene, fusion	1	1
