icdom	icdom_label	icdot	icdot_label	ncit	ncit_label	ncit_depth	count
87423	Lentigo maligna melanoma	C44.9	Skin, NOS	C9151	Lentigo Maligna Melanoma	6	1
87213	Nodular melanoma	C44.9	Skin, NOS	C4225	Nodular Melanoma	5	1
95083	Atypical teratoid/rhabdoid tumor	C75.3	Pineal gland	C6906	Atypical Teratoid/Rhabdoid Tumor	6	1
89703	Hepatoblastoma 	C22.0	Liver	C3728	Hepatoblastoma	7	1
80703	Squamous cell carcinoma, NOS	C11.9	Nasopharynx, NOS	C102872	Pharyngeal squamous cell carcinoma	8	1
80703	Squamous cell carcinoma, NOS	C09.9	Tonsil, NOS	C8183	Tonsillar squamous cell carcinoma	-1	2
80703	Squamous cell carcinoma, NOS	C09.9	Tonsil, NOS	C2929	Squamous Cell Carcinoma	4	2
81203	Transitional cell carcinoma, NOS	C56.9	Ovary	C2930	Transitional Cell Carcinoma	4	1
84903	Signet ring cell carcinoma	C20.9	Rectum, NOS	C3774	Signet Ring Cell Carcinoma	5	1
85763	Hepatoid adenocarcinoma	C22.0	Liver	C66950	Hepatoid Adenocarcinoma	5	1
85763	Hepatoid adenocarcinoma	C16.9	Stomach, NOS	C66950	Hepatoid Adenocarcinoma	5	1
85763	Hepatoid adenocarcinoma	C77.9	Lymph node, NOS	C66950	Hepatoid Adenocarcinoma	5	1
91803	Osteosarcoma, NOS 	C71.9	Brain, NOS	C9145	Osteosarcoma	5	1
89643	Clear cell sarcoma of kidney	C64.9	Kidney, NOS	C4264	Clear Cell Sarcoma of the Kidney	8	1
82600	Papillary adenoma, NOS	C73.9	Thyroid gland	C6880	Glandular Papilloma	5	1
87203	Malignant melanoma, NOS 	C51.9	Vulva, NOS	C8711	Non-Cutaneous Melanoma	4	2
87203	Malignant melanoma, NOS 	C51.9	Vulva, NOS	C40329	Vulvar Melanoma	7	2
80702	Squamous cell carcinoma in situ, NOS	C51.9	Vulva, NOS	C27093	Stage 0 Squamous Cell Carcinoma	6	1
80102	Carcinoma in situ, NOS	C62.9	Testis, NOS	C2917	Carcinoma In Situ	4	1
97193	NK/T-cell lymphoma, nasal and nasal-type	C44.9	Skin, NOS	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
80703	Squamous cell carcinoma, NOS	C14.0	pharynx, NOS	C2929	Squamous Cell Carcinoma	4	1
80702	Squamous cell carcinoma in situ, NOS	C14.0	pharynx, NOS	C27093	Stage 0 Squamous Cell Carcinoma	6	1
81400	Adenoma, NOS	C22.0	Liver	C3758	Hepatocellular Adenoma	7	1
81400	Adenoma, NOS	C73.9	Thyroid gland	C3502	Thyroid Gland Follicular Adenoma	6	1
89013	Pleomorphic rhabdomyosarcoma, adult type 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C27369	Adult Pleomorphic Rhabdomyosarcoma	9	1
88553	Mixed liposarcoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4253	Mixed Liposarcoma	7	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C72.0	Spinal cord	C8851	Diffuse Large B-Cell Lymphoma	9	1
87203	Malignant melanoma, NOS 	C30.9	nasal cavity including nasal cartilage	C8711	Non-Cutaneous Melanoma	4	1
83193	Collecting duct carcinoma	C64.9	Kidney, NOS	C6194	Collecting Duct Carcinoma	8	1
89823	Malignant myoepithelioma 	C08.9	Major salivary gland, NOS	C35700	Salivary Gland Myoepithelial Carcinoma	6	2
89823	Malignant myoepithelioma 	C08.9	Major salivary gland, NOS	C7596	Malignant Myoepithelioma	5	2
89823	Malignant myoepithelioma 	C07.9	Parotid gland 	C7596	Malignant Myoepithelioma	5	1
89820	Myoepithelioma	C08.9	Major salivary gland, NOS	C40392	Myoepithelial Tumor	4	1
89820	Myoepithelioma	C07.9	Parotid gland 	C40392	Myoepithelial Tumor	4	1
81400	Adenoma, NOS	C64.9	Kidney, NOS	C8383	Kidney adenoma	7	1
97173	Intestinal T-cell lymphoma	C26.9	unspecified digest. Organs	C4737	Enteropathy-Associated T-Cell Lymphoma	10	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C38.4	Pleura, NOS	C8851	Diffuse Large B-Cell Lymphoma	9	1
91611	Hemangioblastoma 	C71.6	Cerebellum	C5146	Cerebellar Hemangioblastoma	-1	1
81400	Adenoma, NOS	C07.9	Parotid gland 	C2855	Adenoma	3	1
81400	Adenoma, NOS	C08.9	Major salivary gland, NOS	C2855	Adenoma	3	1
82900	Oxyphilic adenoma	C73.9	Thyroid gland	C3759	Oncocytic Adenoma	5	1
93901	Atypical choroid plexus papilloma	C71.5	Ventricle, NOS	C53686	Atypical Choroid Plexus Papilloma	8	1
80103	Carcinoma, NOS	C06.9	Mouth, NOS	C8990	Oral Cavity Carcinoma	6	1
93913	Ependymoma, NOS 	C71.0	cerebrum	C3017	Ependymoma	8	1
96993	Marginal zone B-cell lymphoma, NOS	C44.9	Skin, NOS	C4341	Marginal Zone Lymphoma	10	1
88200	Elastofibroma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4245	Elastofibroma	-1	1
81400	Adenoma, NOS	C56.9	Ovary	C2855	Adenoma	3	1
81402	Adenocarcinoma in situ, NOS	C56.9	Ovary	C4123	Adenocarcinoma In Situ	5	1
89361	Gastrointestinal stromal tumor, NOS 	C47.9	Autonomic nervous system, NOS	C3868	Gastrointestinal Stromal Tumor	5	1
94121	Desmoplastic infantile astrocytoma	C71.9	Brain, NOS	C9476	Desmoplastic Infantile Astrocytoma	6	1
91611	Hemangioblastoma 	C72.0	Spinal cord	C155948	Spinal Hemangioblastoma	-1	1
81203	Transitional cell carcinoma, NOS	C65.9	Renal pelvis	C7355	Renal Pelvis Urothelial Carcinoma	9	1
97511	Langerhans cell histiocytosis, NOS	C40.0	Bones and joints	C3107	Langerhans Cell Histiocytosis	6	1
95913	Malignant lymphoma, non-Hodgkin, NOS 	C44.9	Skin, NOS	C6858	Cutaneous B-Cell Non-Hodgkin Lymphoma	9	1
98233	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	C18.9	Colon, NOS	C3163	Chronic lymphocytic leukemia	8	1
84503	Papillary cystadenocarcinoma, NOS	C56.9	Ovary	C3777	Papillary Cystadenocarcinoma	6	1
93941	Myxopapillary ependymoma 	C72.0	Spinal cord	C3697	Myxopapillary Ependymoma	7	1
93923	Ependymoma, anaplastic 	C71.7	Brain stem	C4049	Anaplastic Ependymoma	8	1
93941	Myxopapillary ependymoma 	C71.7	Brain stem	C3697	Myxopapillary Ependymoma	7	1
93923	Ependymoma, anaplastic 	C72.0	Spinal cord	C4049	Anaplastic Ependymoma	8	1
90803	Teratoma,malignant,NOS 	C38.9	Mediastinum	C4286	Immature Teratoma	5	1
90853	Mixed germ cell tumor 	C38.9	Mediastinum	C4290	Mixed Germ Cell Tumor	4	1
88103	Fibrosarcoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C49027	Sclerosing Epithelioid Fibrosarcoma	-1	2
88103	Fibrosarcoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3043	Fibrosarcoma	5	2
88103	Fibrosarcoma, NOS 	C48.9	retroperitoneum and peritoneum	C3043	Fibrosarcoma	5	1
82603	Papillary adenocarcinoma, NOS	C56.9	Ovary	C2853	Papillary Adenocarcinoma	5	1
91611	Hemangioblastoma 	C71.7	Brain stem	C5147	Brain Stem Hemangioblastoma	-1	1
80703	Squamous cell carcinoma, NOS	C67.0	Urinary bladder	C4031	Bladder Squamous Cell Carcinoma	7	1
93903	Choroid plexus carcinoma	C71.5	Ventricle, NOS	C4715	Choroid Plexus Carcinoma	9	1
91600	Angiofibroma, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3799	Angiofibroma	6	1
87000	Pheochromocytoma, NOS 	C74.9	Adrenal gland, NOS	C3326	Adrenal Gland Pheochromocytoma	7	1
91003	Choriocarcinoma, NOS 	C38.9	Mediastinum	C2948	Choriocarcinoma	3	1
84613	Serous surface papillary carcinoma	C56.9	Ovary	C4182	Serous Surface Papillary Carcinoma	6	2
84613	Serous surface papillary carcinoma	C56.9	Ovary	C105555	High Grade Ovarian Serous Adenocarcinoma	11	2
94903	Ganglioneuroblastoma	C48.9	retroperitoneum and peritoneum	C3790	Ganglioneuroblastoma	7	1
87703	Mixed epithelioid and spindle cell melanoma	C44.9	Skin, NOS	C66756	Mixed Epithelioid and Spindle Cell Melanoma	4	1
98233	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	C69.9	Eye, NOS	C3163	Chronic lymphocytic leukemia	8	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C69.9	Eye, NOS	C8851	Diffuse Large B-Cell Lymphoma	9	1
81400	Adenoma, NOS	C75.1	Pituitary gland	C3329	Pituitary Gland Adenoma	10	1
81503	Pancreatic endocrine tumor, malignant	C25.9	Pancreas, NOS	C27720	Pancreatic Neuroendocrine Tumor	7	1
81521	Glucagonoma, NOS	C25.9	Pancreas, NOS	C95597	Pancreatic Glucagonoma	9	1
81501	Islet cell tumor, NOS	C25.9	Pancreas, NOS	C27720	Pancreatic Neuroendocrine Tumor	7	1
81531	Gastrinoma, NOS	C25.9	Pancreas, NOS	C3050	Gastrin-Producing Neuroendocrine Tumor	7	1
91803	Osteosarcoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C9145	Osteosarcoma	5	1
83803	Endometrioid adenocarcinoma, NOS	C53.9	Cervix uteri	C3769	Endometrioid Adenocarcinoma	6	2
83803	Endometrioid adenocarcinoma, NOS	C53.9	Cervix uteri	C6343	Cervical Endometrioid Adenocarcinoma	10	2
83843	Adenocarcinoma, endocervical type	C53.9	Cervix uteri	C66951	Adenocarcinoma, Endocervical Type	-1	1
95903	Malignant lymphoma, NOS 	C77.9	Lymph node, NOS	C96058	Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma	10	2
95903	Malignant lymphoma, NOS 	C77.9	Lymph node, NOS	C3208	Lymphoma	5	2
91203	Hemangiosarcoma 	C44.9	Skin, NOS	C3088	Angiosarcoma	6	1
80903	Basal cell carcinoma, NOS	C44.9	Skin, NOS	C2921	Skin Basal Cell Carcinoma	6	2
80903	Basal cell carcinoma, NOS	C44.9	Skin, NOS	C156767	Basal Cell Carcinoma	5	2
82723	Pituitary carcinoma, NOS	C75.1	Pituitary gland	C4536	Pituitary Gland Carcinoma	10	1
80103	Carcinoma, NOS	C16.9	Stomach, NOS	C4911	Gastric carcinoma	5	1
82013	Cribriform carcinoma, NOS	C50.9	Breast, NOS	C5142	Invasive Cribriform Breast Carcinoma	6	1
85033	Intraductal papillary adenocarcinoma with invasion 	C50.9	Breast, NOS	C7439	Intraductal Papillary Adenocarcinoma with Invasion	-1	2
85033	Intraductal papillary adenocarcinoma with invasion 	C50.9	Breast, NOS	C9245	Invasive Breast Carcinoma	5	2
85223	Infiltrating duct and lobular carcinoma	C50.9	Breast, NOS	C5160	Mixed Ductal and Lobular Carcinoma	6	3
85223	Infiltrating duct and lobular carcinoma	C50.9	Breast, NOS	C6393	Invasive Ductal and Invasive Lobular Breast Carcinoma	8	3
85223	Infiltrating duct and lobular carcinoma	C50.9	Breast, NOS	C7688	invasive ductal and lobular carcinoma	7	3
85002	Intraductal carcinoma, noninfiltrating, NOS	C50.9	Breast, NOS	C2924	Ductal Breast Carcinoma In Situ	8	1
82003	Adenoid cystic carcinoma	C33.9	trachea	C6051	Tracheal Adenoid Cystic Carcinoma	6	1
82003	Adenoid cystic carcinoma	C06.9	Mouth, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C07.9	Parotid gland 	C5937	Parotid Gland Adenoid Cystic Carcinoma	8	1
82003	Adenoid cystic carcinoma	C34.9	Lung, NOS	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C30.9	nasal cavity including nasal cartilage	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C01.9	tongue	C2970	Adenoid Cystic Carcinoma	4	1
82003	Adenoid cystic carcinoma	C69.9	Eye, NOS	C2970	Adenoid Cystic Carcinoma	4	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C23.9	Gallbladder	C8851	Diffuse Large B-Cell Lymphoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C22.1	Intrahepatic bile duct	C8851	Diffuse Large B-Cell Lymphoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C22.0	Liver	C8851	Diffuse Large B-Cell Lymphoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C20.9	Rectum, NOS	C8851	Diffuse Large B-Cell Lymphoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C76.2	abdomen, NOS	C8851	Diffuse Large B-Cell Lymphoma	9	1
80703	Squamous cell carcinoma, NOS	C55.9	Uterus, NOS	C2929	Squamous Cell Carcinoma	4	1
81403	Adenocarcinoma, NOS	C08.9	Major salivary gland, NOS	C8021	Salivary Gland Adenocarcinoma	6	1
86821	Parasympathetic paraganglioma	C47.9	Autonomic nervous system, NOS	C4217	Parasympathetic Paraganglioma	7	1
98273	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C3184	Adult T-Cell Leukemia/Lymphoma	-1	2
98273	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9142	Adult T acute lymphoblastic leukemia	8	2
89913	Embryonal sarcoma	C22.0	Liver	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
95903	Malignant lymphoma, NOS 	C71.9	Brain, NOS	C3208	Lymphoma	5	1
92703	Odontogenic tumor, malignant 	C06.9	Mouth, NOS	C4812	Malignant Odontogenic Neoplasm	-1	1
98953	Acute myeloid leukemia with myelodysplasia-related changes	C42.1	Bone marrow	C9289	Acute Myeloid Leukemia with Multilineage Dysplasia	8	1
97193	NK/T-cell lymphoma, nasal and nasal-type	C77.9	Lymph node, NOS	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
89203	Alveolar rhabdomyosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3749	Alveolar Rhabdomyosarcoma	8	1
80703	Squamous cell carcinoma, NOS	C60.9	Penis, NOS	C7729	Squamous Cell Carcinoma of the Penis	8	1
82463	Neuroendocrine carcinoma, NOS	C17.9	Small intestine, NOS	C96064	Small Intestinal Neuroendocrine Carcinoma	8	2
82463	Neuroendocrine carcinoma, NOS	C17.9	Small intestine, NOS	C95404	Digestive System Neuroendocrine Tumor	6	2
80772	Squamous intraepithelial neoplasia, grade III	C21.9	anal canal and anus	C27275	High Grade Anal Canal Squamous Intraepithelial Neoplasia	-1	1
87203	Malignant melanoma, NOS 	C69.2	Retina	C8711	Non-Cutaneous Melanoma	4	1
84813	Mucin-producing adenocarcinoma	C16.9	Stomach, NOS	C27379	Mucin-Producing Adenocarcinoma	5	1
88903	Leiomyosarcoma,NOS 	C48.9	retroperitoneum and peritoneum	C3158	Leiomyosarcoma	7	1
88003	Sarcoma,NOS 	C40.0	Bones and joints	C9118	Sarcoma	3	1
88953	Myosarcoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C4883	Malignant Muscle Neoplasm	5	1
88903	Leiomyosarcoma,NOS 	C44.9	Skin, NOS	C3158	Leiomyosarcoma	7	1
89361	Gastrointestinal stromal tumor, NOS 	C38.9	Mediastinum	C3868	Gastrointestinal Stromal Tumor	5	1
89361	Gastrointestinal stromal tumor, NOS 	C38.4	Pleura, NOS	C3868	Gastrointestinal Stromal Tumor	5	1
81403	Adenocarcinoma, NOS	C75.0	parathyroid gland	C4906	Parathyroid Gland Carcinoma	6	1
82463	Neuroendocrine carcinoma, NOS	C34.9	Lung, NOS	C3773	Neuroendocrine Carcinoma	5	2
82463	Neuroendocrine carcinoma, NOS	C34.9	Lung, NOS	C5670	Lung Neuroendocrine Neoplasm	5	2
88913	Epithelioid leiomyosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3700	Epithelioid Leiomyosarcoma	8	1
87003	Pheochromocytoma, malignant	C74.9	Adrenal gland, NOS	C4220	Malignant Adrenal Gland Pheochromocytoma	8	1
87000	Pheochromocytoma, NOS 	C47.9	Autonomic nervous system, NOS	C3326	Adrenal Gland Pheochromocytoma	7	1
94303	Astroblastoma 	C71.9	Brain, NOS	C4324	Astroblastoma	6	1
95061	Central neurocytoma 	C71.9	Brain, NOS	C3791	Central Neurocytoma	7	2
95061	Central neurocytoma 	C71.9	Brain, NOS	C92555	Extraventricular Neurocytoma	7	2
85853	Thymoma, type B3, malignant	C37.9	Thymus	C7997	Thymoma Type B3	7	1
85863	Thymic carcinoma, NOS	C37.9	Thymus	C7569	Thymic Carcinoma	5	1
85623	Adenosquamous carcinoma 	C50.9	Breast, NOS	C4199	Epithelial-Myoepithelial Carcinoma	4	1
95600	Neurilemoma, NOS 	C72.0	Spinal cord	C3269	Schwannoma	5	1
85503	Acinar cell carcinoma	C25.9	Pancreas, NOS	C7977	Pancreatic Acinar Cell Carcinoma	8	1
96783	Primary effusion lymphoma	C48.9	retroperitoneum and peritoneum	C6915	Primary effusion lymphoma	10	1
96783	Primary effusion lymphoma	C38.4	Pleura, NOS	C6915	Primary effusion lymphoma	10	1
93941	Myxopapillary ependymoma 	C71.9	Brain, NOS	C3697	Myxopapillary Ependymoma	7	1
87003	Pheochromocytoma, malignant	C47.9	Autonomic nervous system, NOS	C4220	Malignant Adrenal Gland Pheochromocytoma	8	1
82403	Carcinoid tumor, NOS	C25.9	Pancreas, NOS	C3140	Pancreatic Insulin-Producing Neuroendocrine Tumor	8	1
91003	Choriocarcinoma, NOS 	C58.9	Placenta	C8893	Placental Choriocarcinoma	-1	1
91000	Hydatiform mole, NOS	C58.9	Placenta	C3110	Hydatidiform Mole	-1	1
95033	Neuroepithelioma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3716	Primitive Neuroectodermal Tumor	5	1
95400	Neurofibroma, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3272	Neurofibroma	5	1
88940	Angiomyoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3747	Angioleiomyoma	6	1
88100	Fibroma, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3041	Fibroma	5	1
80103	Carcinoma, NOS	C48.9	retroperitoneum and peritoneum	C40022	Primary Peritoneal Carcinoma	5	1
97193	NK/T-cell lymphoma, nasal and nasal-type	C56.9	Ovary	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
97193	NK/T-cell lymphoma, nasal and nasal-type	C42.4	Hematopoietic system, NOS	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
99483	Aggressive NK-cell leukemia	C42.1	Bone marrow	C8647	Aggressive NK-Cell Leukemia	7	1
92203	Chondrosarcoma, NOS 	C40.0	Bones and joints	C2946	Chondrosarcoma	5	1
94733	CNS primitive neuroectodermal tumor (PNET)	C40.0	Bones and joints	C3716	Primitive Neuroectodermal Tumor	5	1
81561	Somatostatinoma, NOS	C25.9	Pancreas, NOS	C95595	Pancreatic somatostatinoma	10	1
93601	Pinealoma, NOS	C75.1	Pituitary gland	C6965	Pineal Parenchymal Cell Neoplasm	8	1
96783	Primary effusion lymphoma	C38.0	Heart	C6915	Primary effusion lymphoma	10	1
94900	Ganglioneuroma	C47.9	Autonomic nervous system, NOS	C3049	Ganglioneuroma	5	1
95403	Malignant peripheral nerve sheath tumor 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
86801	Paraganglioma, NOS 	C47.9	Autonomic nervous system, NOS	C3308	Paraganglioma	5	1
88110	Fibromyxoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C66760	Fibromyxoid Tumor	-1	1
81403	Adenocarcinoma, NOS	C23.9	Gallbladder	C39843	Bladder Urachal Adenocarcinoma	-1	2
81403	Adenocarcinoma, NOS	C23.9	Gallbladder	C3844	Gallbladder Carcinoma	7	2
81403	Adenocarcinoma, NOS	C24.9	Biliary tract, NOS	C2852	Colon Adenocarcinoma	4	1
88250	Myofibroblastoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C49012	Myofibroblastoma	-1	1
91403	Kaposi sarcoma	C49.9	Connective, subcutaneous and other soft tissues, NOS	C9087	Kaposi Sarcoma	7	1
97193	NK/T-cell lymphoma, nasal and nasal-type	C30.9	nasal cavity including nasal cartilage	C4684	Nasal Type Extranodal NK/T-Cell Lymphoma	9	1
94733	CNS primitive neuroectodermal tumor (PNET)	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3716	Primitive Neuroectodermal Tumor	5	1
91200	Hemangioma, NOS	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3085	Hemangioma	6	1
87203	Malignant melanoma, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C8711	Non-Cutaneous Melanoma	4	1
81403	Adenocarcinoma, NOS	C22.0	Liver	C2852	Colon Adenocarcinoma	4	1
93623	Pineoblastoma 	C71.0	cerebrum	C9344	Pineoblastoma	9	1
94733	CNS primitive neuroectodermal tumor (PNET)	C71.6	Cerebellum	C3716	Primitive Neuroectodermal Tumor	5	1
80703	Squamous cell carcinoma, NOS	C23.9	Gallbladder	C2929	Squamous Cell Carcinoma	4	2
80703	Squamous cell carcinoma, NOS	C23.9	Gallbladder	C6165	Urethral Squamous Cell Carcinoma	7	2
80103	Carcinoma, NOS	C25.9	Pancreas, NOS	C3850	Pancreatic carcinoma	6	1
93823	Mixed glioma 	C71.0	cerebrum	C3903	Mixed Glioma	7	1
81403	Adenocarcinoma, NOS	C18.2	Ascending colon	C4349	Colon Adenocarcinoma	8	1
80703	Squamous cell carcinoma, NOS	C34.1	Upper lobe, lung	C3493	Lung Squamous Cell Carcinoma	6	1
81403	Adenocarcinoma, NOS	C15.5	Lower third of esophagus	C4025	Esophageal Adenocarcinoma	6	1
85843	Thymoma, type B2, malignant	C37.9	Thymus	C6889	Malignant Type B2 Thymoma	8	1
83803	Endometrioid adenocarcinoma, NOS	C54.1	Endometrium	C6287	Endometrial Endometrioid Adenocarcinoma	12	2
83803	Endometrioid adenocarcinoma, NOS	C54.1	Endometrium	C6290	Endometrial endometrioid adenocarcinoma, variant with squamous differentiation	13	2
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C77.0	Lymph nodes of head, face and neck	C8851	Diffuse Large B-Cell Lymphoma	9	1
81203	Transitional cell carcinoma, NOS	C67.9	Bladder, NOS	C7716	Renal Pelvis and Ureter Urothelial Carcinoma	6	2
81203	Transitional cell carcinoma, NOS	C67.9	Bladder, NOS	C39851	Bladder Urothelial Carcinoma	7	2
85003	Infiltrating duct carcinoma, NOS	C25.0	Head of pancreas	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
81403	Adenocarcinoma, NOS	C34.1	Upper lobe, lung	C3512	Lung Adenocarcinoma	7	1
85823	Thymoma, type AB, malignant	C37.9	Thymus	C6886	Malignant Type AB Thymoma	7	1
88113	Fibromyxosarcoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C6496	Myxofibrosarcoma	-1	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C53.9	Cervix uteri	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
81403	Adenocarcinoma, NOS	C16.5	Lesser curvature of stomach, NOS	C4004	Gastric Adenocarcinoma	6	1
84413	Serous cystadenocarcinoma, NOS	C54.1	Endometrium	C3778	Serous Cystadenocarcinoma	6	1
80703	Squamous cell carcinoma, NOS	C15.5	Lower third of esophagus	C4024	Esophageal Squamous Cell Carcinoma	6	1
80713	Squamous cell carcinoma, keratinizing, NOS	C02.9	Tongue, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
81403	Adenocarcinoma, NOS	C19.9	Rectosigmoid junction	C43584	Rectosigmoid Adenocarcinoma	8	1
88583	Dedifferentiated liposarcoma 	C48.0	Retroperitoneum	C3704	Dedifferentiated Liposarcoma	7	1
87743	Spindle cell melanoma, type B	C69.3	Choroid	C4239	Type B Spindle Cell Melanoma	-1	1
84803	Mucinous adenocarcinoma	C16.3	Gastric antrum	C5248	Mucinous Gastric Adenocarcinoma	8	1
80703	Squamous cell carcinoma, NOS	C02.9	Tongue, NOS	C4648	Tongue squamous cell carcinoma	8	1
85503	Acinar cell carcinoma	C61.9	Prostate gland	C5596	Prostate Acinar Adenocarcinoma	10	1
81453	Carcinoma, diffuse type	C16.3	Gastric antrum	C9159	Gastric Diffuse Adenocarcinoma	7	1
80703	Squamous cell carcinoma, NOS	C06.0	Cheeck mucosa	C4833	Oral Cavity Squamous Cell Carcinoma	7	1
81453	Carcinoma, diffuse type	C16.2	Body of stomach	C9159	Gastric Diffuse Adenocarcinoma	7	1
94013	Astrocytoma, anaplastic 	C71.0	cerebrum	C9477	Anaplastic Astrocytoma	8	1
87203	Malignant melanoma, NOS 	C77.0	Lymph nodes of head, face and neck	C8711	Non-Cutaneous Melanoma	4	1
80703	Squamous cell carcinoma, NOS	C34.3	Lower lobe, lung	C3493	Lung Squamous Cell Carcinoma	6	1
88903	Leiomyosarcoma,NOS 	C48.0	Retroperitoneum	C3158	Leiomyosarcoma	7	1
81403	Adenocarcinoma, NOS	C34.3	Lower lobe, lung	C3512	Lung Adenocarcinoma	7	1
87203	Malignant melanoma, NOS 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C8711	Non-Cutaneous Melanoma	4	1
80713	Squamous cell carcinoma, keratinizing, NOS	C34.3	Lower lobe, lung	C4105	Keratinizing Squamous Cell Carcinoma	5	1
88303	Malignant fibrous histiocytoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
81443	Adenocarcinoma, intestinal type	C16.3	Gastric antrum	C9157	Gastric Intestinal Type Adenocarcinoma	8	1
88583	Dedifferentiated liposarcoma 	C48.1	Specified parts of peritoneum	C3704	Dedifferentiated Liposarcoma	7	1
81203	Transitional cell carcinoma, NOS	C67.1	Dome of bladder	C39851	Bladder Urothelial Carcinoma	7	1
81403	Adenocarcinoma, NOS	C34.2	Middle lobe, lung	C3512	Lung Adenocarcinoma	7	1
87703	Mixed epithelioid and spindle cell melanoma	C69.8	Overlapping lesion of eye and adnexa	C66756	Mixed Epithelioid and Spindle Cell Melanoma	4	1
81303	Papillary transitional cell carcinoma	C67.4	Posterior wall of bladder	C7383	Bladder Papillary Urothelial Carcinoma	8	1
80703	Squamous cell carcinoma, NOS	C03.9	Gum, NOS	C129857	Gingival squamous cell carcinoma	8	1
80703	Squamous cell carcinoma, NOS	C15.4	Middle third of esophagus	C4024	Esophageal Squamous Cell Carcinoma	6	1
81803	Combined hepatocellular carcinoma and cholangiocarcinoma	C22.0	Liver	C3828	Combined Hepatocellular Carcinoma and Cholangiocarcinoma	7	1
94013	Astrocytoma, anaplastic 	C71.4	occipital lobe	C9477	Anaplastic Astrocytoma	8	1
90533	Mesothelioma, biphasic, malignant 	C38.4	Pleura, NOS	C45665	Pleural Biphasic Mesothelioma	7	1
83701	Adrenal cortical adenoma, borderline malignancy	C74.0	Cortex of adrenal gland	C9003	Adrenal Cortex Adenoma	7	1
94503	Oligodendroglioma, NOS 	C71.0	cerebrum	C3288	Oligodendroglioma	8	1
81303	Papillary transitional cell carcinoma	C67.9	Bladder, NOS	C7383	Bladder Papillary Urothelial Carcinoma	8	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C17.1	Jejunum	C8851	Diffuse Large B-Cell Lymphoma	9	1
81403	Adenocarcinoma, NOS	C16.3	Gastric antrum	C4004	Gastric Adenocarcinoma	6	1
