gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
LOC101927495	11	61588493	61607546	NA	131
LOC101927497	7	92836482	92917187	NA	1293
LOC101927501	X	43176993	43226598	NA	914
LOC101927502	9	81689712	81776899	NA	1208
LOC101927523	10	104474939	104480275	NA	1382
LOC101927526	22	44443326	44444788	NA	924
LOC101927539	17	57600864	57608412	NA	1024
LOC101927543	8	120761252	120776832	NA	1506
LOC101927549	10	105673609	105820333	NA	173
LOC101927550	7	99013164	99036479	NA	1340
LOC101927557	17	57522247	57523597	NA	1023
LOC101927560	1	83801515	83860546	NA	1224
LOC101927571	18	22723490	22786837	NA	758
LOC101927572	19	36014498	36045997	NA	107
LOC101927575	9	84063442	84094579	NA	1226
LOC101927577	2	66697029	66703227	NA	1093
LOC101927580	16	59855352	60053971	NA	130
LOC101927583	12	57618404	57621903	NA	1024
LOC101927587	1	83575788	83860996	NA	152
LOC101927588	8	124192690	124247398	NA	1532
LOC101927592	12	126915227	127060397	NA	194
LOC101927604	1	230874845	230879015	NA	2346
LOC101927616	12	127324154	127340072	NA	1556
LOC101927619	2	198299362	198375097	NA	262
LOC101927620	14	53153353	53157528	NA	990
LOC101927623	9	86127539	86157072	NA	1242
LOC101927630	7	17463444	17558909	NA	718
LOC101927636	4	143912330	143982452	NA	210
LOC101927637	12	127631268	127636467	NA	1558
LOC101927640	6	112236595	112306683	NA	1441
LOC101927641	2	199608067	199659132	NA	263
LOC101927650	16	65141755	65176573	NA	135
LOC101927651	18	76622780	76639011	NA	1169
LOC101927653	12	58565958	58781716	NA	1
LOC101927657	8	126325494	126329533	NA	1548
LOC101927661	2	67213407	67244574	NA	137
LOC101927666	17	58076890	58083204	NA	1028
LOC101927668	7	19918980	20140426	NA	11
LOC101927683	1	232727253	232742715	NA	2360
LOC101927686	6	113623534	113650075	NA	181
LOC101927691	6	868497	876613	NA	591
LOC101927692	10	114764787	114779903	NA	1460
LOC101927694	12	128118216	128121952	NA	1562
LOC101927697	5	158320700	158409773	NA	27
LOC101927701	2	67796053	67825562	NA	1102
LOC101927708	11	3507979	3571987	NA	76
LOC101927709	2	118599782	118602966	NA	1489
LOC101927730	6	2883987	2900676	NA	607
LOC101927735	12	129208600	129212660	NA	1570
LOC101927740	5	159100482	159117478	NA	1798
LOC101927746	7	101308339	101321144	NA	169
LOC101927755	17	59965095	59996972	NA	1042
LOC101927762	10	933025	942743	NA	592
LOC101927765	1	234372806	234373593	NA	2373
LOC101927766	5	159776774	159871384	NA	1804
LOC101927768	6	113969700	114340729	NA	22
LOC101927769	7	20296707	20311712	NA	739
LOC101927770	20	53552769	53575308	NA	993
LOC101927780	14	61556271	61570653	NA	1054
LOC101927787	1	234646288	234660924	NA	2375
LOC101927795	2	200780494	200812170	NA	264
LOC101927797	21	18561264	18759812	NA	90
LOC101927798	8	133775550	133777352	NA	1605
LOC101927811	7	20328300	20331762	NA	740
LOC101927814	16	21589697	21599385	NA	749
LOC101927815	8	2530091	2728451	NA	605
LOC101927817	16	89430917	89454494	NA	1267
LOC101927822	8	133886495	133902407	NA	1606
LOC101927827	9	42579804	42586534	NA	909
LOC101927829	3	20342467	20350928	NA	740
LOC101927830	X	155347136	155494110	NA	1771
LOC101927835	5	164448421	164467402	NA	1839
LOC101927839	17	2232677	2233610	NA	602
LOC101927843	21	22009157	22098459	NA	11
LOC101927844	1	87212668	87251331	NA	1250
LOC101927845	8	134849934	134881899	NA	201
LOC101927847	9	89969415	89987486	NA	1271
LOC101927849	4	149154294	149278122	NA	215
LOC101927851	1	234957342	234963999	NA	2377
LOC101927854	3	24151323	24189956	NA	769
LOC101927865	2	207186689	207254316	NA	270
LOC101927869	21	24304549	24321377	NA	770
LOC101927870	7	103445206	103514007	NA	1374
LOC101927876	1	18065656	18074411	NA	722
LOC101927881	2	128864599	128868727	NA	1568
LOC101927884	2	75524067	75542706	NA	1161
LOC101927901	12	67709046	67729475	NA	1101
LOC101927905	12	8235414	8242564	NA	647
LOC101927907	2	76985964	77009788	NA	1172
LOC101927911	17	2962246	2965895	NA	607
LOC101927914	7	157466230	157499716	NA	1786
LOC101927915	8	137406100	137413588	NA	1633
LOC101927919	6	117672812	117675284	NA	1482
LOC101927924	2	129923176	129946703	NA	1576
LOC101927926	2	77915933	77918008	NA	1179
LOC101927932	20	58863755	58888810	NA	1034
LOC101927934	5	134506551	134509230	NA	1611
LOC101927948	2	78088729	78127806	NA	147
LOC101927950	6	5664985	5695272	NA	628
LOC101927954	9	93008114	93014944	NA	1294
LOC101927964	10	4051725	4089013	NA	76
LOC101927967	2	77743695	78290731	NA	147
LOC101927969	5	168706926	168720884	NA	1872
LOC101927972	6	5452467	5458075	NA	626
LOC101927973	21	28116093	28228667	NA	99
LOC101927987	2	79493715	79500844	NA	1191
LOC101927990	6	123439603	123471756	NA	190
LOC101928002	12	69713632	69738568	NA	139
LOC101928008	11	9839141	9929261	NA	660
LOC101928009	1	153174517	153191676	NA	1753
LOC101928012	7	112622380	112708067	NA	1444
LOC101928020	2	210029921	210064356	NA	2187
LOC101928030	12	9371781	9381422	NA	656
LOC101928034	1	153545741	153551769	NA	1756
LOC101928035	16	74192391	74215521	NA	1151
LOC101928036	7	112954634	112995643	NA	180
LOC101928043	1	22023993	22026048	NA	753
LOC101928048	20	60469608	60472976	NA	1046
LOC101928052	4	162022732	162047550	NA	1821
LOC101928053	11	10809296	10822931	NA	667
LOC101928063	19	43996895	44002870	NA	920
LOC101928068	1	244965203	244970869	NA	2453
LOC101928069	11	66473489	66480249	NA	1092
LOC101928075	14	70608797	70641298	NA	1123
LOC101928093	5	172755502	172762562	NA	1903
LOC101928100	12	10363768	10398506	NA	664
LOC101928103	2	214810228	214963605	NA	34
LOC101928105	3	150734470	150738985	NA	1735
LOC101928107	21	33111703	33123700	NA	837
LOC101928118	1	95163218	95233982	NA	1311
LOC101928128	X	85210705	85219289	NA	1235
LOC101928131	4	165730778	165743071	NA	1849
LOC101928134	15	33303656	33310659	NA	839
LOC101928135	3	34875795	35394023	NA	106
LOC101928137	12	73159189	73208317	NA	1143
LOC101928140	6	128027864	128086290	NA	195
LOC101928150	10	6618715	6639781	NA	635
LOC101928161	2	133266194	133284758	NA	1601
LOC101928162	12	10750233	10777451	NA	667
LOC101928163	1	23521929	23528419	NA	764
LOC101928167	18	53579622	53581059	NA	993
LOC101928168	7	29125032	29128172	NA	807
LOC101928174	15	34755083	34812923	NA	850
LOC101928191	6	10932316	10954089	NA	668
LOC101928201	X	4627199	4633572	NA	620
LOC101928203	16	76634997	76658478	NA	1169
LOC101928205	17	72072332	72093481	NA	141
LOC101928211	7	124337379	124352096	NA	1533
LOC101928222	2	19990203	20004806	NA	737
LOC101928223	4	170226590	170283722	NA	235
LOC101928226	1	248697061	248699110	NA	2482
LOC101928227	15	38040392	38062340	NA	875
LOC101928231	6	134429029	134478897	NA	1610
LOC101928233	21	42599403	42615095	NA	910
LOC101928241	1	96254068	96374125	NA	164
LOC101928253	6	11990342	12001244	NA	676
LOC101928254	7	125229578	125264291	NA	1540
LOC101928259	X	72688948	72712348	NA	1139
LOC101928266	17	9171067	9179118	NA	81
LOC101928269	21	35954678	36004667	NA	859
LOC101928270	1	99472419	99487804	NA	167
LOC101928272	10	9197365	9295593	NA	655
LOC101928273	2	137878753	137927932	NA	204
LOC101928279	4	4761759	4787374	NA	621
LOC101928280	6	68226969	68329899	NA	138
LOC101928283	7	125184568	125379321	NA	192
LOC101928295	19	49368704	49388081	NA	961
LOC101928298	10	10058721	10063502	NA	661
LOC101928303	1	26225319	26229840	NA	785
LOC101928304	6	134525317	134540005	NA	1611
LOC101928306	4	4920807	4988671	NA	77
LOC101928307	6	68632662	68634324	NA	1108
LOC101928314	4	172629931	172726878	NA	1902
LOC101928322	10	10419537	10462349	NA	664
LOC101928323	3	42612309	42654388	NA	910
LOC101928324	1	26462756	26467537	NA	786
LOC101928327	2	216870771	216871639	NA	2239
LOC101928333	7	127215126	127229921	NA	1555
LOC101928335	X	107894596	107935980	NA	1408
LOC101928336	X	119291528	119335610	NA	1495
LOC101928358	X	108736539	108738903	NA	1414
LOC101928370	1	101234872	101236528	NA	1357
LOC101928371	2	88538719	88575610	NA	1260
LOC101928372	1	160932464	160949922	NA	1812
LOC101928381	9	63017994	65802027	NA	135
LOC101928386	2	143937066	143964155	NA	1683
LOC101928398	21	38857538	38858862	NA	881
LOC101928401	7	56534229	56538130	NA	1016
LOC101928402	X	123959232	123961341	NA	1530
LOC101928404	1	163161674	163213023	NA	228
LOC101928414	15	45251580	45279222	NA	930
LOC101928416	12	132329849	132331575	NA	1594
LOC101928417	16	82953229	82990298	NA	152
LOC101928418	17	12671861	12706135	NA	681
LOC101928435	21	38974428	38977774	NA	882
LOC101928436	1	103418078	103525483	NA	1374
LOC101928437	X	113042726	113520614	NA	22
LOC101928438	9	99585785	99819889	NA	20
LOC101928441	12	23175635	23191587	NA	761
LOC101928443	11	70056229	70065371	NA	1119
LOC101928445	5	179595903	179603741	NA	1955
LOC101928446	16	82773318	82829638	NA	1216
LOC101928449	12	81953718	81993133	NA	1210
LOC101928453	10	14074283	14087879	NA	692
LOC101928460	1	29329619	29350114	NA	808
LOC101928461	6	136629113	136648198	NA	1627
LOC101928471	12	24223270	24237965	NA	769
LOC101928476	1	105589693	105618935	NA	1390
LOC101928489	6	73693902	73696131	NA	1147
LOC101928491	6	17501360	17511265	NA	718
LOC101928495	X	126109761	126115562	NA	1547
LOC101928505	5	57650659	57670989	NA	1024
LOC101928509	4	174094659	174220398	NA	239
LOC101928514	17	76799043	76807102	NA	1170
LOC101928516	6	74069450	74690727	NA	17
LOC101928517	19	51152922	51181966	NA	975
LOC101928519	6	19068542	19180480	NA	91
LOC101928523	9	103999708	104000482	NA	1378
LOC101928525	9	135503272	135506447	NA	1618
LOC101928530	12	132887841	132888571	NA	1598
LOC101928535	11	106250018	106264905	NA	1395
LOC101928539	5	57890330	57899162	NA	1026
LOC101928540	6	75383185	75458899	NA	1160
LOC101928551	4	174831727	174875964	NA	239
LOC101928564	X	35993280	36001650	NA	859
LOC101928565	1	168464113	168495644	NA	1870
LOC101928567	17	15806241	15817742	NA	705
LOC101928569	5	58107631	58122341	NA	1028
LOC101928580	11	74311361	74324705	NA	143
LOC101928590	4	175790306	175812189	NA	1926
LOC101928597	12	133032660	133037222	NA	1599
LOC101928600	5	58541566	58558243	NA	1031
LOC101928605	7	144195320	144299589	NA	1685
LOC101928618	7	36095309	36100652	NA	860
LOC101928622	4	33896340	34039893	NA	105
LOC101928626	1	627379	629009	NA	589
LOC101928650	1	170461316	170532609	NA	235
LOC101928651	5	61663157	61698432	NA	1055
LOC101928661	6	146594515	146598931	NA	1703
LOC101928663	6	25244915	25261407	NA	777
LOC101928673	1	173417788	173461362	NA	1908
LOC101928674	17	78360447	78373909	NA	1182
LOC101928682	16	87271905	87292452	NA	1250
LOC101928694	15	58434900	58498735	NA	128
LOC101928696	1	174934946	174954261	NA	1919
LOC101928697	13	19182032	19187465	NA	731
LOC101928700	7	147080937	147097609	NA	1707
LOC101928708	16	87212114	87226429	NA	1250
LOC101928710	17	78617383	78632057	NA	1184
LOC101928718	1	111745316	111755509	NA	1437
LOC101928730	13	112256725	112273000	NA	1441
LOC101928731	12	93707790	93737823	NA	162
LOC101928737	16	87494186	87515630	NA	1252
LOC101928738	17	79919356	79924004	NA	1194
LOC101928739	3	179101370	179147973	NA	1951
LOC101928748	9	115119538	115138409	NA	1463
LOC101928751	1	175877342	175880464	NA	1926
LOC101928766	17	79915251	79926725	NA	1194
LOC101928767	14	85934677	86129777	NA	19
LOC101928769	5	66507544	66511604	NA	1092
LOC101928775	9	115739669	115744239	NA	1468
LOC101928778	1	177700523	177710330	NA	1940
LOC101928782	7	131910219	131948953	NA	1591
LOC101928786	9	138040502	138045071	NA	1638
LOC101928790	3	179898193	179921899	NA	1957
LOC101928791	14	88018604	88026312	NA	1256
LOC101928794	5	67001617	67004154	NA	1096
LOC101928796	21	45972969	45974953	NA	935
LOC101928797	9	117648605	117657026	NA	1482
LOC101928804	19	54754594	54835292	NA	1002
LOC101928809	4	75980789	76005941	NA	1164
LOC101928812	11	45355370	45356657	NA	931
LOC101928823	11	112482231	112541916	NA	1443
LOC101928834	10	19710334	19728550	NA	735
LOC101928837	11	76782580	76783062	NA	1170
LOC101928841	13	113399609	113414393	NA	1450
LOC101928844	19	5847466	5858239	NA	629
LOC101928847	11	112959279	112963460	NA	1446
LOC101928851	4	57425871	57465986	NA	1023
LOC101928855	17	80801639	80805632	NA	1201
LOC101928858	5	67793212	67801058	NA	1102
LOC101928861	7	133800492	133824888	NA	200
LOC101928865	11	78423982	78429836	NA	1183
LOC101928880	16	88194280	88195217	NA	1257
LOC101928882	3	180707589	180870178	NA	245
LOC101928885	5	68967740	69029927	NA	1111
LOC101928886	19	56066683	56078800	NA	1012
LOC101928891	22	20957091	20964680	NA	744
LOC101928894	11	46171954	46177105	NA	937
LOC101928896	11	78533175	78558565	NA	1184
LOC101928909	14	90642628	90648888	NA	1276
LOC101928911	6	87784859	87911731	NA	156
LOC101928936	6	88525923	88539369	NA	1260
LOC101928937	12	99093358	99105011	NA	1341
LOC101928940	11	114360634	114380039	NA	1457
LOC101928942	4	81164939	81193395	NA	1204
LOC101928943	11	47270656	47272110	NA	945
LOC101928944	11	80751200	80762803	NA	1201
LOC101928961	10	66894109	67012153	NA	136
LOC101928973	1	181174483	181182206	NA	1967
LOC101928977	1	115922572	115977276	NA	1469
LOC101928978	4	83968081	84299169	NA	153
LOC101928979	1	146052595	146058799	NA	1699
LOC101928988	15	63928273	63935953	NA	1072
LOC101928989	11	81879850	82403913	NA	151
LOC101928992	3	184756388	184773155	NA	1994
LOC101928994	10	69215332	69232490	NA	1113
LOC101928995	1	115919375	115925908	NA	1469
LOC101929019	4	12223450	12251285	NA	678
LOC101929023	1	116423723	116478826	NA	1473
LOC101929034	5	1855969	1856568	NA	599
LOC101929057	6	89638531	89689481	NA	158
LOC101929058	12	103151841	103168308	NA	171
LOC101929064	4	86119805	86219926	NA	1242
LOC101929066	8	18084867	18097651	NA	90
LOC101929073	10	25924377	25933710	NA	782
LOC101929076	15	67834307	67838879	NA	1102
LOC101929080	14	95329583	95335504	NA	1312
LOC101929084	12	103547793	103559815	NA	1375
LOC101929089	11	118511917	118531094	NA	1489
LOC101929095	4	15004941	15427914	NA	87
LOC101929099	1	117025481	117059490	NA	184
LOC101929106	3	187197089	187207629	NA	2013
LOC101929116	9	126270123	126275915	NA	1548
LOC101929122	6	159165898	159170007	NA	1799
LOC101929123	4	17171756	17186057	NA	716
LOC101929124	19	22520994	22527949	NA	756
LOC101929125	20	3808493	3812434	NA	614
LOC101929128	8	9188998	9202856	NA	655
LOC101929140	13	41132927	41236686	NA	112
LOC101929144	19	23054822	23061265	NA	760
LOC101929147	1	119140395	119275973	NA	186
LOC101929148	Y	22101691	22484714	NA	756
LOC101929153	5	4773480	4774865	NA	621
LOC101929154	5	77884655	77959096	NA	1179
LOC101929162	12	107736554	107759968	NA	175
LOC101929164	19	23015074	23023697	NA	760
LOC101929172	8	21298238	21309449	NA	747
LOC101929181	1	11609530	11613354	NA	673
LOC101929194	4	92262497	92277302	NA	2
LOC101929199	4	27217478	27282225	NA	12
LOC101929207	20	5507874	5510002	NA	627
LOC101929210	4	94117819	94207556	NA	1303
LOC101929217	8	48620402	48623896	NA	955
LOC101929224	1	200669506	200694250	NA	264
LOC101929229	8	10840025	10846509	NA	667
LOC101929231	2	149587357	149848234	NA	215
LOC101929234	10	75409156	75411324	NA	1160
LOC101929237	8	22877971	22888022	NA	759
LOC101929239	6	163042979	163054161	NA	228
LOC101929241	14	97458815	97581383	NA	1328
LOC101929259	13	45106278	45113206	NA	929
LOC101929260	2	150552531	150572221	NA	1733
LOC101929268	8	48551566	48698510	NA	119
LOC101929279	10	30211851	30232690	NA	815
LOC101929282	2	150628896	150635357	NA	1734
LOC101929284	5	8839731	8881524	NA	652
LOC101929294	8	24295813	24548618	NA	96
LOC101929295	11	95150538	95159148	NA	163
LOC101929297	6	166236968	166256944	NA	1853
LOC101929312	20	7347432	7368501	NA	641
LOC101929315	8	24490311	24514868	NA	96
LOC101929319	2	151337825	151379371	NA	1739
LOC101929331	9	129282415	129285719	NA	1571
LOC101929337	3	194247647	194257772	NA	258
LOC101929340	11	124759133	124765920	NA	1536
LOC101929353	4	100190032	100215505	NA	1349
LOC101929371	20	9986332	10007116	NA	661
LOC101929372	22	17580156	17589192	NA	719
LOC101929374	22	23433563	23435071	NA	763
LOC101929378	2	156020534	156254931	NA	27
LOC101929380	5	87120147	87248018	NA	156
LOC101929384	12	203644	205093	NA	586
LOC101929395	20	10753089	10754027	NA	667
LOC101929406	1	30013951	30037612	NA	101
LOC101929412	5	10493526	10502728	NA	665
LOC101929413	20	10875332	10909272	NA	83
LOC101929415	8	56445806	56552067	NA	126
LOC101929420	6	168242937	168262578	NA	1868
LOC101929427	11	126652777	126682104	NA	1551
LOC101929431	10	32434368	32446056	NA	832
LOC101929439	15	76174890	76181486	NA	1166
LOC101929441	1	204141407	204143009	NA	2142
LOC101929448	4	103425041	103439728	NA	1374
LOC101929450	8	29748308	29798492	NA	101
LOC101929452	2	7062726	7077880	NA	638
LOC101929454	5	15191645	15266560	NA	87
LOC101929464	1	33350351	33363245	NA	839
LOC101929468	4	104490964	104697592	NA	172
LOC101929470	8	29815003	29828504	NA	812
LOC101929473	11	127067001	127101306	NA	1554
LOC101929486	20	12865203	12952519	NA	683
LOC101929488	8	57343786	57364856	NA	1022
LOC101929497	11	127271069	127337033	NA	1556
LOC101929504	6	169175303	169182740	NA	1875
LOC101929505	5	16373360	16441102	NA	88
LOC101929512	2	161223257	161254643	NA	1815
LOC101929516	1	39565069	39573203	NA	886
LOC101929517	11	128526141	128530383	NA	1565
LOC101929524	5	16615925	16629969	NA	711
LOC101929526	20	18674394	18698708	NA	727
LOC101929528	8	58255770	58272101	NA	1029
LOC101929529	4	105815144	105827172	NA	1392
LOC101929532	2	162114440	162172733	NA	227
LOC101929541	1	212213001	212285021	NA	2204
LOC101929549	12	4700416	4720102	NA	77
LOC101929550	8	35672163	35710320	NA	857
LOC101929551	2	7886766	7899655	NA	645
LOC101929555	6	40878885	41023280	NA	13
LOC101929563	9	23500690	23672399	NA	95
LOC101929565	1	212545693	212556066	NA	2206
LOC101929567	2	8559832	8583792	NA	650
LOC101929570	2	162768935	162797972	NA	228
LOC101929572	14	19421025	19424584	NA	733
LOC101929574	10	80529596	80535942	NA	1199
LOC101929577	4	106003316	106022478	NA	1393
LOC101929579	3	107380475	107382159	NA	1404
LOC101929584	12	5233995	5243151	NA	9
LOC101929586	15	80554610	80562944	NA	1199
LOC101929592	1	43709404	43727343	NA	918
LOC101929595	4	107863478	107932119	NA	175
LOC101929596	2	38458637	38515740	NA	878
LOC101929607	3	107430929	107463912	NA	1404
LOC101929608	20	21610786	21703585	NA	93
LOC101929613	16	2998954	3000813	NA	607
LOC101929622	8	37717578	37733493	NA	872
LOC101929625	20	21570023	21615722	NA	749
LOC101929626	1	46133370	46139080	NA	14
LOC101929631	1	218043504	218059140	NA	2248
LOC101929633	2	164840748	164849396	NA	1842
LOC101929645	5	29065243	29073223	NA	806
LOC101929646	10	85431942	85432772	NA	1236
LOC101929653	11	131533856	131540867	NA	1588
LOC101929657	13	52128894	52132723	NA	982
LOC101929660	5	29143502	29172976	NA	807
LOC101929662	10	85432862	85448956	NA	1236
LOC101929679	15	85754940	85758725	NA	1239
LOC101929680	2	166081530	166301783	NA	231
LOC101929681	5	29380088	29395976	NA	809
LOC101929694	3	112736448	112749319	NA	1445
LOC101929696	5	139741346	139746223	NA	1651
LOC101929698	20	32509958	32520285	NA	833
LOC101929705	6	43995723	44074652	NA	14
LOC101929709	8	89717398	89757711	NA	1269
LOC101929710	5	95962000	96631085	NA	20
LOC101929715	2	10449727	10455552	NA	664
LOC101929717	3	113142349	113167731	NA	1448
LOC101929718	14	20995836	20999163	NA	745
LOC101929719	5	140157318	140168785	NA	1654
LOC101929721	1	49257410	49269294	NA	960
LOC101929723	2	41931598	41933723	NA	904
LOC101929733	2	10878266	10885118	NA	83
LOC101929741	4	118664088	118685341	NA	1490
LOC101929753	2	170340516	170350943	NA	1884
LOC101929754	3	114453592	114520132	NA	1458
LOC101929762	4	119192772	119212644	NA	1494
LOC101929767	17	43148365	43170403	NA	914
LOC101929771	1	221827665	221840666	NA	2277
LOC101929829	22	42126498	42144554	NA	906
LOC101929897	8	42255320	42270961	NA	907
LOC101929983	1	13049807	13179132	NA	685
LOC101930010	6	56843985	56864338	NA	1018
LOC101930071	19	42397127	42408452	NA	908
LOC101930452	12	9367463	9397617	NA	656
LOC102031319	10	32347363	32374488	NA	831
LOC102467073	5	269555	271524	NA	587
LOC102467079	16	52085280	52099067	NA	982
LOC102467080	5	54660157	54744258	NA	1002
LOC102467081	5	55021298	55024169	NA	1004
LOC102467147	5	56457794	56481769	NA	1015
LOC102467212	5	103528433	103541985	NA	1374
LOC102467213	5	106815196	107011014	NA	21
LOC102467214	5	112628435	112630921	NA	1444
LOC102467216	5	112656427	112682888	NA	1444
LOC102467217	5	115642124	115672652	NA	1467
LOC102467222	8	20953632	20968938	NA	744
LOC102467223	5	116743301	116762209	NA	1475
LOC102467224	5	117730360	118266062	NA	185
LOC102467225	5	118596187	118628092	NA	186
LOC102467226	5	121322549	121325837	NA	1510
LOC102467655	5	68189875	68198407	NA	1105
LOC102477328	5	72574074	72660669	NA	142
LOC102503427	5	72557076	72571742	NA	1138
LOC102546226	5	88408981	88439090	NA	1259
LOC102546228	5	126179576	126193850	NA	1547
LOC102546229	5	134429050	134435047	NA	1610
LOC102546294	5	148268306	148383850	NA	214
LOC102546298	5	150475515	150485992	NA	1733
LOC102546299	5	164470278	164542983	NA	229
LOC102577426	5	181191045	181191908	NA	1967
LOC102606465	1	101025845	101087379	NA	169
LOC102606466	20	12934877	12936963	NA	683
LOC102659288	7	17374916	17467256	NA	89
LOC102723344	15	63390229	63437536	NA	1068
LOC102723354	14	105094146	105099496	NA	1386
LOC102723362	2	22536478	22538287	NA	756
LOC102723373	16	53373492	53384259	NA	992
LOC102723376	10	11720	15930	NA	585
LOC102723377	10	71508152	71511920	NA	1130
LOC102723385	16	19062753	19067691	NA	730
LOC102723427	7	68020252	68032690	NA	137
LOC102723439	10	74506499	74529324	NA	1153
LOC102723448	3	11750	24501	NA	585
LOC102723505	17	72021850	72025979	NA	1134
LOC102723517	17	72034106	72057734	NA	1134
LOC102723544	12	253441	257299	NA	586
LOC102723582	3	122416205	122443247	NA	189
LOC102723604	14	51916144	51918571	NA	981
LOC102723617	19	35597894	35601501	NA	856
LOC102723649	6	137665645	137674554	NA	1635
LOC102723661	1	95992067	96022880	NA	1317
LOC102723701	8	37734760	37737426	NA	872
LOC102723703	10	80531249	80533123	NA	1199
LOC102723704	4	102777036	102799575	NA	1369
LOC102723709	9	61867081	67713733	NA	1101
LOC102723729	8	41534304	41578368	NA	112
LOC102723766	4	184365560	184382306	NA	1991
LOC102723769	22	11897405	11956534	NA	84
LOC102723778	4	31171143	31211674	NA	102
LOC102723809	14	64514150	64540368	NA	1077
LOC102723824	2	42142434	42170231	NA	906
LOC102723828	4	31997378	32155406	NA	103
LOC102723831	6	151196672	151228457	NA	1738
LOC102723833	1	216072464	216086917	NA	2233
LOC102723854	2	43027852	43039543	NA	913
LOC102723859	17	38127969	38192541	NA	875
LOC102723883	6	68055350	68060502	NA	1104
LOC102723885	7	88216659	88219224	NA	1258
LOC102723895	11	104568488	104609302	NA	172
LOC102723927	2	241970682	241977276	NA	2431
LOC102723968	13	63828839	63844125	NA	133
LOC102724000	6	71421026	71458872	NA	141
LOC102724009	17	5019214	5020093	NA	623
LOC102724020	12	10015351	10030606	NA	661
LOC102724034	15	82443331	84424158	NA	1229
LOC102724050	12	54353690	54467030	NA	1000
LOC102724053	6	159383530	159396441	NA	3
LOC102724058	2	165957417	166036400	NA	1851
LOC102724084	16	80155957	80563135	NA	149
LOC102724094	7	101014319	101017608	NA	1355
LOC102724096	6	4186319	4190029	NA	616
LOC102724153	14	75574903	75579588	NA	1161
LOC102724163	16	83797235	83803976	NA	1224
LOC102724188	21	13546032	13558460	NA	688
LOC102724190	14	77069179	77076191	NA	146
LOC102724201	6	84689457	84709534	NA	1231
LOC102724238	9	39873852	62376870	NA	1060
LOC102724279	19	15851993	15864904	NA	88
LOC102724297	3	46364659	46407059	NA	117
LOC102724301	11	119729582	119739623	NA	1498
LOC102724312	1	1430156	1434573	NA	595
LOC102724321	2	66921510	66922490	NA	1095
LOC102724323	10	45444567	45453121	NA	931
LOC102724421	12	67077625	67096284	NA	1096
LOC102724434	7	116275605	116286727	NA	1472
LOC102724450	1	6204839	6205780	NA	632
LOC102724467	16	87766330	87779148	NA	1254
LOC102724484	7	29199039	29208970	NA	807
LOC102724508	17	47303445	47323901	NA	118
LOC102724511	6	170160641	170163027	NA	1883
LOC102724539	1	8208671	8215208	NA	647
LOC102724550	3	177816864	177899224	NA	242
LOC102724552	1	8424644	8435016	NA	649
LOC102724555	7	123614160	123624957	NA	1528
LOC102724558	1	146486331	146525289	NA	1702
LOC102724589	10	114994656	114996593	NA	1462
LOC102724596	17	49361164	49380094	NA	961
LOC102724601	1	174121637	174159287	NA	1913
LOC102724604	3	181421162	181442486	NA	1969
LOC102724612	8	63465848	63475482	NA	1069
LOC102724623	8	63856942	64368558	NA	16
LOC102724651	18	53568446	53597851	NA	993
LOC102724659	1	11777076	11779619	NA	674
LOC102724661	1	177351585	177366458	NA	1938
LOC102724663	12	81279188	81312422	NA	1205
LOC102724691	2	104936240	105038496	NA	173
LOC102724699	3	186810879	186825521	NA	2010
LOC102724710	8	92565442	92655494	NA	1291
LOC102724719	10	51062578	51068552	NA	974
LOC102724776	4	155354215	155360461	NA	1770
LOC102724784	11	8768777	8810276	NA	81
LOC102724804	8	96371925	96387438	NA	1320
LOC102724814	14	23561096	23568075	NA	764
LOC102724849	2	215453706	215463868	NA	2228
LOC102724862	17	36165680	38138868	NA	863
LOC102724874	8	77450696	77476331	NA	146
LOC102724890	14	26809347	26820703	NA	789
LOC102724913	18	71732615	71782226	NA	1132
LOC102724919	1	186435160	186470291	NA	2007
LOC102724927	16	3947625	3950444	NA	615
LOC102724933	12	93174365	93181832	NA	1295
LOC102724957	11	15643884	15705368	NA	704
LOC102724958	19	28968467	28970672	NA	806
LOC102800447	2	67086445	67289244	NA	0
LOC103021295	17	4271430	205958388	NA	617
LOC103021296	1	205934912	205978095	NA	2156
LOC103091866	1	145168404	145216071	NA	1692
LOC103171574	15	84422518	84425882	NA	1229
LOC103191607	13	52334294	52341883	NA	984
LOC103312105	11	38618263	38646356	NA	879
LOC103344931	10	112823495	112827732	NA	1445
LOC103352541	6	139978349	139991261	NA	206
LOC103611081	11	130866248	130870247	NA	1583
LOC103908605	9	42567858	62533858	NA	1062
LOC104054148	8	101984431	101994850	NA	1363
LOC104613533	15	92470233	92471546	NA	1290
LOC104798195	X	15602880	15621484	NA	704
LOC104968399	18	3255435	3262359	NA	609
LOC105274304	17	76671927	76673658	NA	1169
LOC105372441	19	50830529	50851143	NA	972
LOC105372795	21	37063040	37064066	NA	867
LOC105373300	X	103530766	103554953	NA	171
LOC105375734	8	122414326	122568644	NA	189
LOC105376360	10	3318694	3750763	NA	76
LOC105376671	11	27471730	27482433	NA	794
LOC105377348	4	102828054	102844106	NA	1369
LOC105419998	1	209779207	209780953	NA	2185
LOC105447645	19	48702449	48703848	NA	956
LOC105447648	16	14363108	14370266	NA	694
LOC105616981	2	167814773	167941144	NA	233
LOC105667213	18	44531778	44553903	NA	924
