icdom::id	icdom::label	icdot::id	icdot::label	NCIT::id	NCIT::label	status
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C55.9	uterus, nos	NCIT:C3766	Clear Cell Adenocarcinoma	TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C40078	Ovarian Clear Cell Adenocarcinoma	ok
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C64.9	kidney	NCIT:C4033	Clear Cell Renal Cell Carcinoma	ok
icdom-83123	Renal cell carcinoma, NOS	icdot-C64.9	Kidney, NOS	NCIT:C9385	Renal Cell Carcinoma	ok
icdom-83173	RENAL CELL CARCINOMA, CHROMOPHOBE TYPE	icdot-C64.9	Kidney, NOS	NCIT:C4146	Chromophobe Renal Cell Carcinoma	ok
icdom-83183	Renal cell carcinoma, sarcomatoid	icdot-C64.9	kidney	NCIT:C4033	Clear cell renal cell carcinoma	TODO
icdom-83193	Collecting duct carcinoma	icdot-C64.9	kidney	NCIT:C6194	Carcinoma of the Collecting Ducts of Bellini	ok
icdom-83300	Follicular adenoma	icdot-C73.9	thyroid gland	NCIT:C3502	Thyroid Gland Follicular Adenoma	ok
icdom-83303	Follicular adenocarcinoma, NOS	icdot-C73.9	Thyroid gland			TODO
icdom-83330	Microfollicular adenoma, NOS	icdot-C73.9	thyroid gland	NCIT:C4160	Thyroid Gland Microfollicular Adenoma	ok
icdom-83353	Follicular carcinoma, minimally invasive	icdot-C73.9	thyroid gland	NCIT:C65200	Thyroid Gland Follicular Carcinoma, Minimally Invasive	ok
icdom-83403	Papillary carcinoma, follicular variant	icdot-C73.9	Thyroid gland	NCIT:C126594	Follicular Variant Thyroid Gland Papillary Carcinoma	ok
icdom-83443	Papillary carcinoma, columnar cell	icdot-C73.9	Thyroid gland			TODO
icdom-83503	Nonencapsulated sclerosing carcinoma	icdot-C73.9	Thyroid gland			TODO
icdom-83610	Juxtaglomerular tumor	icdot-C64.9	kidney	NCIT:C4162	Juxtaglomerular Cell Tumor	ok
icdom-83700	Adrenal cortical adenoma, NOS	icdot-C74.0	adrenal cortex	NCIT:C9003	Adrenal Cortex Adenoma	ok
icdom-83701	Adrenal cortical adenoma, borderline malignancy	icdot-C74.0	Cortex of adrenal gland			TODO
icdom-83703	Adrenal cortical carcinoma	icdot-C74.0	adrenal cortex	NCIT:C9325	Adrenal Cortex Carcinoma	ok
icdom-83703	Adrenal cortical carcinoma	icdot-C74.9	adrenal glands	NCIT:C9325	Adrenal cortex carcinoma	TODO
icdom-83800	Endometroid adenoma, NOS	icdot-C56.9	ovary	NCIT:C7979	Ovarian Endometrioid Adenocarcinoma	TODO
icdom-83801	Endometrioid adenoma, borderline malignancy	icdot-C55.9	uterus, nos	NCIT:C7983	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C53.0	Endocervix	NCIT:C3769	Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C53.9	Cervix uteri	NCIT:C3769	Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C54.0	Isthmus uteri	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C54.1	Endometrium	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C54.3	Fundus uteri	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C54.9	Corpus uteri	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C55.9	uterus, nos	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C3769	Endometrioid Adenocarcinoma	ok
icdom-83803	Endometrioid adenocarcinoma, NOS	icdot-C57.9	other female genital	NCIT:C3769	Endometrioid Adenocarcinoma	ok
icdom-83823	Endometrioid adenocarcinoma, secretory variant	icdot-C54.1	Endometrium			TODO
icdom-83823	Endometrioid adenocarcinoma, secretory variant	icdot-C55.9	uterus, nos	NCIT:C3769	Endometrioid Adenocarcinoma	ok
icdom-83843	Adenocarcinoma, endocervical type	icdot-C53.0	Endocervix	NCIT:C66951	Adenocarcinoma, Endocervical Type	ok
icdom-83843	Adenocarcinoma, endocervical type	icdot-C53.9	Cervix uteri	NCIT:C66951	Adenocarcinoma, Endocervical Type	ok
icdom-84013	Apocrine adenocarcinoma	icdot-C50.9	Breast, NOS			TODO
icdom-84303	Mucoepidermoid carcinoma	icdot-C07.9	parotid gland	NCIT:C3772	None	TODO
icdom-84303	Mucoepidermoid carcinoma	icdot-C08.9	salivary gland, NOS	NCIT:C5908	Salivary Gland Mucoepidermoid Carcinoma	ok
icdom-84303	Mucoepidermoid carcinoma	icdot-C34.9	lung and bronchus	NCIT:C45544	Lung mucoepidermoid carcinoma	ok
icdom-84403	Cystadenocarcinoma, NOS	icdot-C56.9	Ovary	NCIT:C5228	Ovarian Cystadenocarcinoma	ok
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C48.0	Retroperitoneum			TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C48.1	Specified parts of peritoneum			TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C48.2	Peritoneum, NOS			TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C54.0	fallopian tube	NCIT:C40099	Fallopian Tube Serous Adenocarcinoma	ok
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C54.1	Endometrium			TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C54.3	Fundus uteri			TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C55.9	uterus, nos	NCIT:C3778	None	TODO
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C7978	Ovarian Serous Cystadenocarcinoma	ok
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C57.0	fallopian tube	NCIT:C40099	Fallopian Tube Serous Adenocarcinoma	ok
icdom-84413	Serous cystadenocarcinoma, NOS	icdot-C57.9	other female genital	NCIT:C3778	None	TODO
icdom-84421	Serous cystadenoma, borderline malignancy	icdot-C56.9	Ovary	NCIT:C5226	Borderline Ovarian Serous Tumor	TODO
icdom-84503	Papillary cystadenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C3777	None	TODO
icdom-84531	Intraductal papillary-mucinous tumor with moderate dysplasia	icdot-C25.9	Pancreas, NOS	NCIT:C3262	Neoplasm	TODO
icdom-84532	Intraductal papillary-mucinous carcinoma, non-invasive	icdot-C25.9	Pancreas, NOS	NCIT:C3262	Neoplasm	TODO
icdom-84533	Intraductal papillary-mucinous carcinoma, invasive	icdot-C25.9	Pancreas, NOS	NCIT:C5726	Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma	ok
icdom-84603	Papillary serous cystadenocarcinoma	icdot-C48.1	Specified parts of peritoneum			TODO
icdom-84603	Papillary serous cystadenocarcinoma	icdot-C54.1	Endometrium			TODO
icdom-84603	Papillary serous cystadenocarcinoma	icdot-C56.9	ovary	NCIT:C6882	Micropapillary Serous Carcinoma	TODO
icdom-84613	Serous surface papillary carcinoma	icdot-C54.1	Endometrium			TODO
icdom-84613	Serous surface papillary carcinoma	icdot-C56.9	Ovary			TODO
icdom-84621	Serous papillary cystic tumor of borderline malignancy	icdot-C56.9	ovary	NCIT:C4183	None	TODO
icdom-84700	Mucinous cystadenoma, NOS	icdot-C56.9	ovary	NCIT:C4512	Ovarian Mucinous Cystadenoma	ok
icdom-84703	Mucinous Cystadenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C4026	Ovarian Mucinous Cystadenocarcinoma	ok
icdom-84800	Mucinous adenoma	icdot-C56.9	Ovary	NCIT:C4512	Ovarian Mucinous Cystadenoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C01.9	tongue	NCIT:C26712	Mucinous Adenocarcinoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C15.5	Lower third of esophagus			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C16.0	Cardia, NOS	NCIT:C5248	Mucinous Gastric Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C16.1	Fundus of stomach	NCIT:C5248	Mucinous Gastric Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C16.2	Body of stomach	NCIT:C5248	Mucinous Gastric Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C16.3	Gastric antrum	NCIT:C5248	Mucinous Gastric Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C16.9	Stomach, NOS	NCIT:C5248	Mucinous Gastric Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C17.9	small intestine	NCIT:C26712	Mucinous Adenocarcinoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C18.0	Cecum	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.2	Ascending colon	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.3	Hepatic flexure of colon	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.4	Transverse colon	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.5	Splenic flexure of colon	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.6	Descending colon	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.7	Sigmoid colon	NCIT:C43592	Rectosigmoid Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C18.9	Colon, NOS	NCIT:C7966	Colon Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C19.9	Rectosigmoid junction	NCIT:C43592	Rectosigmoid Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C20.9	Rectum, NOS	NCIT:C7973	Rectal Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C25.0	Head of pancreas			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C34.1	Upper lobe, lung			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C34.3	Lower lobe, lung			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C49.9	connective and soft tissue, NOS	NCIT:C26712	Mucinous Adenocarcinoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C50.9	Breast, NOS	NCIT:C26712	Mucinous Adenocarcinoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C53.9	Cervix uteri			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C56.9	ovary	NCIT:C5243	Ovarian Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C61.9	Prostate gland			TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C76.9	ill-defined	NCIT:C26712	Mucinous Adenocarcinoma	ok
icdom-84803	Mucinous adenocarcinoma	icdot-C77.9	Lymph nodes, NOS	NCIT:C26712	Mucinous Adenocarcinoma	TODO
icdom-84803	Mucinous adenocarcinoma	icdot-C80.9	Unknown primary site			TODO
icdom-84813	Mucin-producing adenocarcinoma	icdot-C16.9	stomach	NCIT:C27379	None	TODO
icdom-84813	Mucin-producing adenocarcinoma	icdot-C50.9	Breast, NOS	NCIT:C27379	None	TODO
icdom-84823	Mucinous adenocarcinoma, endocervical type	icdot-C53.0	Endocervix			TODO
icdom-84823	Mucinous adenocarcinoma, endocervical type	icdot-C53.9	Cervix uteri			TODO
icdom-84903	Signet ring cell carcinoma	icdot-C16.0	Cardia, NOS			TODO
icdom-84903	Signet ring cell carcinoma	icdot-C16.2	Body of stomach			TODO
icdom-84903	Signet ring cell carcinoma	icdot-C16.3	Gastric antrum			TODO
icdom-84903	Signet ring cell carcinoma	icdot-C16.9	stomach	NCIT:C5250	Signet ring cell gastric adenocarcinoma	ok
icdom-84903	Signet ring cell carcinoma	icdot-C18.9	large intestine, excl. rectum and rectosigmoid junction	NCIT:C3774	Signet Ring Cell Carcinoma	TODO
icdom-84903	Signet ring cell carcinoma	icdot-C20.9	Rectum, NOS	NCIT:C3774	Signet Ring Cell Carcinoma	TODO
icdom-84903	Signet ring cell carcinoma	icdot-C34.1	Upper lobe, lung			TODO
icdom-84903	Metastatic signet ring cell carcinoma	icdot-C56.9	ovary	NCIT:C3153	Krukenberg tumor	ok
icdom-84903	Signet ring cell carcinoma	icdot-C61.9	Prostate gland			TODO
icdom-85002	Intraductal carcinoma, noninfiltrating, NOS	icdot-C50.9	Breast, NOS	NCIT:C2924	Ductal Breast Carcinoma In Situ	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C08.9	salivary gland, NOS	NCIT:C9480	Invasive Carcinoma	TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C25.0	Head of pancreas			TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C25.1	Body of pancreas			TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C25.2	Tail of pancreas			TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C25.8	Overlapping lesion of pancreas			TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C25.9	Pancreas, NOS			TODO
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.2	Upper-inner quadrant of breast	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.3	Lower-inner quadrant of breast	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.4	Upper-outer quadrant of breast	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.5	Lower-outer quadrant of breast	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.8	Overlapping lesion of breast	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C4017	Ductal Breast Carcinoma	ok
icdom-85003	Infiltrating duct carcinoma, NOS	icdot-C61.9	Prostate gland			TODO
icdom-85004	Infiltrating duct carcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C5214	Breast adenocarcinoma	TODO
icdom-85013	Comedocarcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C4188	None	TODO
icdom-85023	Secretory carcinoma of breast	icdot-C50.9	Breast, NOS	NCIT:C4189	Secretory Breast Carcinoma	ok
icdom-85032	Noninfiltrating intraductal papillary adenocarcinoma	icdot-C50.9	Breast, NOS	NCIT:C6870	Solid Papillary Breast Carcinoma	TODO
icdom-85033	Intraductal papillary adenocarcinoma with invasion	icdot-C50.9	Breast, NOS	NCIT:C4194	Invasive ductal carcinoma, not otherwise specified	TODO
icdom-85073	None	icdot-C34.1	Upper lobe, lung			TODO
icdom-85073	None	icdot-C34.3	Lower lobe, lung			TODO
icdom-85073	None	icdot-C50.9	Breast, NOS			TODO
icdom-85103	Medullary carcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C9119	Medullary Breast Carcinoma	ok
icdom-85103	Medullary carcinoma, NOS	icdot-C73.9	Thyroid gland	NCIT:C3879	Thyroid Gland Medullary Carcinoma	ok
icdom-85202	Lobular carcinoma in situ, NOS	icdot-C50.9	Breast, NOS	NCIT:C4018	Lobular Breast Carcinoma In Situ	ok
icdom-85203	Lobular carcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C3771	Lobular Breast Carcinoma	ok
icdom-85211	Ductular carcinoma, borderline malignancy	icdot-C38.1	Anterior mediastinum			TODO
icdom-85223	Infiltrating duct and lobular carcinoma	icdot-C50.9	Breast, NOS	NCIT:C6393	Invasive Ductal and Invasive Lobular Breast Carcinoma	ok
icdom-85233	Infiltrating duct mixed with other types of carcinoma	icdot-C50.3	Lower-inner quadrant of breast			TODO
icdom-85233	Infiltrating duct mixed with other types of carcinoma	icdot-C50.9	Breast, NOS			TODO
icdom-85243	Infiltrating lobular mixed with other types of carcinoma	icdot-C50.2	Upper-inner quadrant of breast			TODO
icdom-85243	Infiltrating lobular mixed with other types of carcinoma	icdot-C50.9	Breast, NOS			TODO
icdom-85303	Inflammatory carcinoma	icdot-C50.9	Breast, NOS	NCIT:C4001	Inflammatory breast carcinoma	ok
icdom-85413	Paget disease and infiltrating duct carcinoma of breast	icdot-C50.9	Breast, NOS	NCIT:C47857	Paget Disease of the Breast	ok
icdom-85503	Acinar cell carcinoma	icdot-C25.9	Pancreas, NOS	NCIT:C7977	Pancreatic Acinar Cell Carcinoma	ok
icdom-85503	Acinar cell carcinoma	icdot-C34.1	Upper lobe, lung	NCIT:C5649	Acinar Lung Adenocarcinoma	ok
icdom-85503	Acinar cell carcinoma	icdot-C34.2	Middle lobe, lung	NCIT:C5649	Acinar Lung Adenocarcinoma	ok
icdom-85503	Acinar cell carcinoma	icdot-C34.3	Lower lobe, lung	NCIT:C5649	Acinar Lung Adenocarcinoma	ok
icdom-85503	Acinar cell carcinoma	icdot-C34.9	lung and bronchus	NCIT:C5649	Acinar Lung Adenocarcinoma	ok
icdom-85503	Acinar cell carcinoma	icdot-C61.9	Prostate gland	NCIT:C5596	Prostate Acinar Adenocarcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C16.9	stomach	NCIT:C5474	Gastric adenosquamous carcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C18.2	Ascending colon			TODO
icdom-85603	Adenosquamous carcinoma	icdot-C25.9	pancreas	NCIT:C5721	Pancreatic adenosquamous carcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C34.9	lung and bronchus	NCIT:C9133	Lung Adenosquamous Carcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C50.9	Breast, NOS	NCIT:C3727	Adenosquamous Carcinoma	TODO
icdom-85603	Adenosquamous carcinoma	icdot-C53.9	cervix uteri	NCIT:C4519	Cervical adenosquamous carcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C54.1	Endometrium	NCIT:C114656	Endometrial adenosquamous carcinoma	ok
icdom-85603	Adenosquamous carcinoma	icdot-C55.9	uterus, nos	NCIT:C3727	Adenosquamous Carcinoma	TODO
icdom-85623	Epithelial-myoepithelial carcinoma	icdot-C08.9	salivary gland, NOS	NCIT:C35700	Salivary Gland Myoepithelial Carcinoma	ok
icdom-85623	Epithelial-myoepithelial carcinoma	icdot-C50.9	Breast, NOS	NCIT:C4199	Epithelial-Myoepithelial Carcinoma	TODO
icdom-85743	Adenocarcinoma with neuroendocrine differentiation	icdot-C18.9	Colon, NOS			TODO
icdom-85753	METAPLASTIC CARCINOMA, NOS	icdot-C50.9	Breast, NOS	NCIT:C5164	Metaplastic Breast Carcinoma	ok
icdom-85763	Hepatoid adenocarcinoma	icdot-C16.9	stomach	NCIT:C66950	Hepatoid Adenocarcinoma	TODO
icdom-85763	Hepatoid adenocarcinoma	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C66950	Hepatoid Adenocarcinoma	TODO
icdom-85763	Hepatoid adenocarcinoma	icdot-C77.9	Lymph nodes, NOS	NCIT:C66950	Hepatoid Adenocarcinoma	TODO
icdom-85811	Thymoma, type A, NOS	icdot-C37.9	Thymus	NCIT:C6454	Thymoma Type A	ok
icdom-85811	Thymoma, type A, NOS	icdot-C76.1	Thorax, NOS	NCIT:C6454	Thymoma Type A	ok
icdom-85813	Thymoma, type A, malignant	icdot-C37.9	Thymus	NCIT:C7999	Malignant Type A Thymoma	ok
icdom-85813	Thymoma, type A, malignant	icdot-C38.1	Anterior mediastinum	NCIT:C7999	Malignant Type A Thymoma	ok
icdom-85821	Thymoma, type AB, NOS	icdot-C37.9	Thymus	NCIT:C6885	Thymoma Type AB	ok
icdom-85821	Thymoma, type AB, NOS	icdot-C38.1	Anterior mediastinum	NCIT:C6885	Thymoma Type AB	ok
icdom-85823	Thymoma, type AB, malignant	icdot-C37.9	Thymus	NCIT:C6886	Malignant Type AB Thymoma	ok
icdom-85823	Thymoma, type AB, malignant	icdot-C38.1	Anterior mediastinum	NCIT:C6886	Malignant Type AB Thymoma	ok
icdom-85831	Thymoma, type B1, NOS	icdot-C37.9	Thymus	NCIT:C6887	Thymoma Type B1	ok
icdom-85833	Thymoma, type B1, malignant	icdot-C37.9	Thymus	NCIT:C7996	Malignant Type B1 Thymoma	ok
icdom-85833	Thymoma, type B1, malignant	icdot-C38.1	Anterior mediastinum	NCIT:C7996	Malignant Type B1 Thymoma	ok
icdom-85841	Thymoma, type B2, NOS	icdot-C37.9	Thymus	NCIT:C6888	Thymoma Type B2	ok
icdom-85841	Thymoma, type B2, NOS	icdot-C38.1	Anterior mediastinum	NCIT:C6888	Thymoma Type B2	ok
icdom-85843	Thymoma, type B2, malignant	icdot-C37.9	Thymus	NCIT:C6889	Malignant Type B2 Thymoma	ok
icdom-85843	Thymoma, type B2, malignant	icdot-C38.1	Anterior mediastinum	NCIT:C6889	Malignant Type B2 Thymoma	ok
icdom-85843	Thymoma, type B2, malignant	icdot-C38.3	Mediastinum, NOS	NCIT:C6889	Malignant Type B2 Thymoma	ok
icdom-85853	Thymoma, type B3, malignant	icdot-C37.9	Thymus	NCIT:C7997	Thymoma Type B3	ok
icdom-85853	Thymoma, type B3, malignant	icdot-C38.1	Anterior mediastinum	NCIT:C7997	Thymoma Type B3	ok
icdom-85863	Thymic carcinoma, NOS	icdot-C37.9	Thymus	NCIT:C7569	Thymic Carcinoma	ok
icdom-85863	Thymic carcinoma, NOS	icdot-C38.1	Anterior mediastinum	NCIT:C7569	Thymic Carcinoma	ok
icdom-85893	Carcinoma showing thymus-like element	icdot-C73.9	thyroid gland	NCIT:C46106	Thyroid Gland Carcinoma Showing Thymus-Like Differentiation	ok
icdom-86203	Granulosa cell tumor	icdot-C56.9	ovary	NCIT:C6261	Ovarian granulosa cell tumor	ok
icdom-86800	PARAGANGLIOMA, BENIGN	icdot-C64.9	Kidney, NOS	NCIT:C48314	Benign Paraganglioma	TODO
icdom-86800	PARAGANGLIOMA, BENIGN	icdot-C75.5	Aortic body and other paraganglia	NCIT:C48314	Benign Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C47.9	peripheral nervs incl. Autonomous	NCIT:C3308	Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C48.0	Retroperitoneum	NCIT:C3308	Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C49.3	Connective, Subcutaneous and other soft tissues of thorax	NCIT:C3308	Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C49.4	Connective, Subcutaneous and other soft tissues of abdomen	NCIT:C3308	Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C67.0	Urinary bladder	NCIT:C3308	Paraganglioma	TODO
icdom-86801	Paraganglioma, NOS	icdot-C72.9	Nervous system, NOS	NCIT:C3308	Paraganglioma	ok
icdom-86801	Paraganglioma, NOS	icdot-C74.0	adrenal cortex	NCIT:C3308	Paraganglioma	TODO
icdom-86803	Paraganglioma, malignant	icdot-C72.9	Nervous system, NOS			TODO
icdom-86803	Paraganglioma, malignant	icdot-C74.9	Adrenal gland, NOS			TODO
icdom-86821	Parasympathetic paraganglioma	icdot-C47.9	peripheral nervs incl. Autonomous	NCIT:C4217	Parasympathetic Paraganglioma	ok
icdom-86911	Aortic body tumor	icdot-C49.3	Connective, Subcutaneous and other soft tissues of thorax			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C38.0	Heart			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C48.0	Retroperitoneum			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C49.3	Connective, Subcutaneous and other soft tissues of thorax			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C49.4	Connective, Subcutaneous and other soft tissues of abdomen			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C49.5	Connective, Subcutaneous and other soft tissues of pelvis			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS			TODO
icdom-86931	Extra-adrenal paraganglioma, NOS	icdot-C76.1	Thorax, NOS			TODO
icdom-86933	Extra-adrenal paraganglioma, malignant	icdot-C38.3	Mediastinum, NOS			TODO
icdom-86933	Extra-adrenal paraganglioma, malignant	icdot-C48.0	Retroperitoneum			TODO
icdom-86933	Extra-adrenal paraganglioma, malignant	icdot-C76.0	Head, face or neck, NOS			TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C47.9	peripheral nervs incl. Autonomous	NCIT:C3326	Adrenal Gland Pheochromocytoma	TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C48.0	Retroperitoneum			TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C64.9	kidney	NCIT:C3326	Adrenal Gland Pheochromocytoma	TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C71.9	brain, NOS	NCIT:C3326	Adrenal Gland Pheochromocytoma	TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C74.0	adrenal cortex	NCIT:C3326	Adrenal Gland Pheochromocytoma	TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C74.1	Medulla of adrenal gland			TODO
icdom-87000	Pheochromocytoma, NOS	icdot-C74.9	Adrenal glands	NCIT:C3326	Adrenal Gland Pheochromocytoma	ok
icdom-87003	Pheochromocytoma, malignant	icdot-C47.9	peripheral nervs incl. Autonomous	NCIT:C4220	Malignant Adrenal Gland Pheochromocytoma	TODO
icdom-87003	Pheochromocytoma, malignant	icdot-C69.3	Choroid			TODO
icdom-87003	Pheochromocytoma, malignant	icdot-C74.1	Medulla of adrenal gland			TODO
icdom-87003	Pheochromocytoma, malignant	icdot-C74.9	Adrenal gland, NOS	NCIT:C4220	Malignant Adrenal Gland Pheochromocytoma	ok
icdom-87003	Pheochromocytoma, malignant	icdot-C75.5	Aortic body and other paraganglia			TODO
icdom-87200	Pigmented nevus, NOS	icdot-C44.9	Skin, NOS	NCIT:C27816	Pigmented Nevus	ok
icdom-87203	Malignant melanoma, NOS	icdot-C07.9	Parotid gland	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C17.9	Small intestine, NOS	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C21.8	Overlapping lesion of rectum, anus and anal canal	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C30.0	Nasal cavity	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C30.9	nasal cavity including nasal cartilage	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C34.1	Upper lobe, lung	NCIT:C8711	Non-Cutaneous Melanoma	ok
icdom-87203	Malignant melanoma, NOS	icdot-C34.3	Lower lobe, lung	NCIT:C8711	Non-Cutaneous Melanoma	ok
