gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
LIPT1	2	99137849	99146045	NA	1341
LIPT2	11	73880570	73882403	NA	1148
LITAF	16	11549078	11588823	NA	673
LIX1	5	96453329	96504276	NA	20
LIX1L	1	144188423	144213026	NA	1685
LKAAEAR1	20	62185176	62186156	NA	1059
LL22NC01-81G9.3	22	35691234	35694159	NA	857
LL22NC03-63E9.3	22	21231749	21239004	NA	93
LL22NC03-75H12.2	22	46235711	46261524	NA	937
LLGL1	17	18069660	18088913	NA	722
LLGL2	17	71033377	71082885	NA	140
LLPH	12	64803115	64810800	NA	1079
LMAN1	18	55146035	55177488	NA	1005
LMAN1L	15	72892244	72905152	NA	1141
LMAN2	5	176691168	176711491	NA	1933
LMAN2L	2	96735393	96769540	NA	1323
LMBR1	7	156166330	156378663	NA	27
LMBR1L	12	47777189	47790950	NA	949
LMBRD1	6	70442361	70563770	NA	140
LMBRD2	5	36139170	36187772	NA	107
LMCD1	3	8518492	8584811	NA	81
LMF1	16	843634	971319	NA	73
LMF2	22	49288241	49293001	NA	961
LMLN	3	199171467	199433266	NA	32
LMNA	1	154318960	154376504	NA	1762
LMNB1	5	126140213	126200611	NA	1547
LMNB2	19	2379162	2407966	NA	603
LMNTD1	12	25520282	25692763	NA	97
LMNTD2	11	544849	550779	NA	589
LMO1	11	8202426	8246758	NA	647
LMO2	11	33836698	33870412	NA	843
LMO3	12	16592572	16652415	NA	88
LMO4	1	87566738	87587194	NA	1253
LMO7	13	75092570	75332007	NA	144
LMO7DN	13	75343174	75355949	NA	1159
LMO7DN-IT1	13	75349022	75353262	NA	1159
LMOD1	1	200132206	200182339	NA	263
LMOD2	7	123083096	123091383	NA	1524
LMOD3	3	69240512	69254436	NA	1113
LMTK2	7	97574132	97676880	NA	166
LMTK3	19	53680339	53708258	NA	994
LMX1A	1	163437727	163592576	NA	28
LMX1B	9	128416542	128503132	NA	195
LNP1	3	101602726	101657860	NA	1360
LNPEP	5	96297101	96390871	NA	164
LNX1	4	54021193	54152510	NA	124
LNX2	13	27018049	27092720	NA	791
LOC100049716	12	610317	625305	NA	589
LOC100093631	7	72206947	74291395	NA	1151
LOC100101148	7	72078148	72081610	NA	1134
LOC100101478	X	103117157	103204158	NA	1372
LOC100126582	9	44340707	46684322	NA	941
LOC100126784	11	19689055	19692794	NA	735
LOC100128006	17	12604175	12634326	NA	681
LOC100128076	9	93934936	93940732	NA	1301
LOC100128164	3	171144465	171167216	NA	1890
LOC100128176	6	149317087	149327513	NA	1724
LOC100128233	14	64749363	64758818	NA	134
LOC100128239	11	133407376	133416446	NA	1602
LOC100128288	17	8202455	8204584	NA	647
LOC100128317	7	81043637	81158658	NA	150
LOC100128361	9	94420152	94422636	NA	1305
LOC100128398	19	63206073	63210386	NA	1067
LOC100128494	11	71402984	71409604	NA	1129
LOC100128510	16	3298332	3299454	NA	610
LOC100128531	22	23828383	23838659	NA	766
LOC100128554	12	125492979	125523284	NA	1542
LOC100128568	19	5929413	5971374	NA	630
LOC100128573	19	7443722	7444247	NA	641
LOC100128593	9	138760433	138764184	NA	1643
LOC100128714	15	23698599	23849360	NA	95
LOC100128770	16	3022482	3029134	NA	608
LOC100128885	7	63672507	63716402	NA	133
LOC100128993	8	19085465	19147312	NA	91
LOC100129027	21	46072182	46080761	NA	936
LOC100129034	9	126155572	126161284	NA	1547
LOC100129046	1	93830112	93838175	NA	1300
LOC100129053	11	94398069	94400408	NA	1305
LOC100129055	10	38504604	38543279	NA	109
LOC100129083	19	56610971	56612491	NA	1016
LOC100129138	1	104417167	104421216	NA	1381
LOC100129148	7	138752748	138762812	NA	1643
LOC100129175	2	219575180	219588688	NA	2260
LOC100129203	11	94602997	94607217	NA	1306
LOC100129216	11	71267146	71273255	NA	1128
LOC100129223	12	3463138	3472246	NA	611
LOC100129316	9	92865396	92877235	NA	1293
LOC100129345	14	97168736	97222748	NA	1326
LOC100129434	2	56254172	56266409	NA	1014
LOC100129461	6	4949048	5185728	NA	77
LOC100129518	6	160101280	160103354	NA	1806
LOC100129520	X	124281649	124284631	NA	1533
LOC100129534	1	2271713	2273960	NA	602
LOC100129550	3	124088049	124093953	NA	1531
LOC100129603	7	3147090	3164732	NA	609
LOC100129617	16	80256459	80258380	NA	1197
LOC100129620	1	99242419	99386996	NA	167
LOC100129636	6	29111776	29152496	NA	807
LOC100129697	16	87533947	87545433	NA	1252
LOC100129827	11	10519394	10578055	NA	665
LOC100129917	4	763936	765636	NA	590
LOC100129924	1	43026247	43036488	NA	913
LOC100129931	4	7083181	7098859	NA	639
LOC100129935	19	44821164	44824881	NA	926
LOC100129940	12	64531273	64562214	NA	1077
LOC100129973	15	50259514	50285368	NA	968
LOC100130075	12	67484483	67485541	NA	1099
LOC100130093	1	225982862	225988678	NA	2309
LOC100130238	12	131362049	131367559	NA	1587
LOC100130264	20	19170945	19213240	NA	731
LOC100130298	8	62041233	62042861	NA	1058
LOC100130331	1	236092097	236158242	NA	2386
LOC100130354	3	25444022	25444872	NA	779
LOC100130357	6	13387505	13403797	NA	687
LOC100130370	17	76964293	76973755	NA	1172
LOC100130417	1	842060	844935	NA	591
LOC100130451	2	213849521	213857174	NA	2216
LOC100130452	2	197273603	197285981	NA	2090
LOC100130476	6	138186499	138231063	NA	1639
LOC100130587	20	61461783	61472973	NA	131
LOC100130673	7	32463034	32464631	NA	832
LOC100130691	2	177856481	177965665	NA	242
LOC100130700	16	34596958	34598341	NA	848
LOC100130705	7	128293699	128299337	NA	1563
LOC100130744	5	14765802	14769638	NA	697
LOC100130849	7	56910571	56917333	NA	1019
LOC100130872	4	1179570	1192750	NA	74
LOC100130880	7	137288633	137293252	NA	1632
LOC100130899	22	38758281	38762527	NA	880
LOC100130950	17	5036102	5079655	NA	623
LOC100130964	8	39539787	39556810	NA	886
LOC100130987	11	66841885	66915734	NA	136
LOC100130992	10	22581006	22587483	NA	757
LOC100131047	6	38982248	39028861	NA	882
LOC100131257	7	7081925	7102942	NA	639
LOC100131289	6	27837501	27838945	NA	797
LOC100131303	16	66604839	66607315	NA	1093
LOC100131315	15	30797593	30798358	NA	819
LOC100131347	17	34466797	34491230	NA	105
LOC100131496	20	45380652	45382905	NA	931
LOC100131564	1	93548253	93583956	NA	1298
LOC100131626	11	117757144	117794740	NA	1483
LOC100131635	3	188902847	188932897	NA	2026
LOC100131655	18	72635675	72663239	NA	1139
LOC100132057	1	142478649	146371306	NA	1672
LOC100132062	5	313754	180687802	NA	1963
LOC100132077	9	96134578	96163051	NA	1318
LOC100132078	11	110790176	110794121	NA	1430
LOC100132111	1	150077568	150083265	NA	1730
LOC100132146	3	46628928	46643037	NA	940
LOC100132167	9	45331932	45453559	NA	116
LOC100132174	17	73230548	73236236	NA	1143
LOC100132215	2	63124608	63129160	NA	1066
LOC100132287	5	313754	180687802	NA	1963
LOC100132304	X	71918413	72075523	NA	1133
LOC100132352	9	68116360	68377188	NA	1106
LOC100132356	5	43101045	43102830	NA	913
LOC100132686	11	111636197	111637329	NA	1436
LOC100132735	6	140133902	140223301	NA	1654
LOC100132741	X	70914743	70920953	NA	1126
LOC100132781	9	98671002	98674331	NA	1337
LOC100132831	X	40575413	40577393	NA	894
LOC100133050	5	99743107	99751857	NA	168
LOC100133077	9	139882197	139906843	NA	1652
LOC100133091	7	76016593	76095235	NA	145
LOC100133267	8	11959306	12220196	NA	678
LOC100133286	21	36363809	36420808	NA	862
LOC100133315	11	71254202	71317141	NA	17
LOC100133331	5	313754	180687802	NA	1963
LOC100133461	4	3645117	3649380	NA	612
LOC100133669	8	144134822	144171182	NA	1684
LOC100133920	9	68941180	68954769	NA	138
LOC100133985	2	70204671	70205952	NA	1120
LOC100134317	19	41494084	41495410	NA	901
LOC100134368	16	372241	382961	NA	587
LOC100134391	17	69245587	69264291	NA	1113
LOC100134868	20	25938434	25950430	NA	782
LOC100134934	17	71486895	71508262	NA	1130
LOC100135777	20	60764828	60768418	NA	1048
LOC100144595	2	155000610	155022196	NA	1767
LOC100147773	1	164004789	164011309	NA	1836
LOC100190940	12	129084309	129092840	NA	1569
LOC100190986	16	21350845	22425702	NA	756
LOC100191040	1	150076948	150078153	NA	216
LOC100192426	18	8350817	8357032	NA	648
LOC100240728	7	56517291	56518506	NA	1016
LOC100240734	12	52782259	52782750	NA	987
LOC100240735	12	52758889	52761874	NA	987
LOC100268168	5	172314390	172318977	NA	1899
LOC100270746	6	27095123	27096064	NA	791
LOC100270804	20	18722692	18724709	NA	727
LOC100271832	2	33005697	33024706	NA	836
LOC100272216	5	68962735	68964784	NA	1111
LOC100272217	9	132442557	132444702	NA	1595
LOC100286922	2	234327700	234328730	NA	2372
LOC100287010	2	104361739	104391222	NA	1381
LOC100287015	8	6248484	6251477	NA	632
LOC100287036	16	87915041	87919019	NA	1255
LOC100287042	17	70778974	70781571	NA	1125
LOC100287072	17	20556350	20581770	NA	92
LOC100287225	18	47172409	47342837	NA	14
LOC100287592	5	50300807	50301778	NA	968
LOC100287632	6	119210563	119211274	NA	1494
LOC100287704	7	62446882	62449587	NA	1061
LOC100287728	X	134082214	134085195	NA	1607
LOC100287792	20	35738725	35745050	NA	857
LOC100287834	7	62446882	62496854	NA	1061
LOC100287846	8	48220094	48223604	NA	952
LOC100287944	12	105414317	105692739	NA	173
LOC100288069	1	690107	703931	NA	590
LOC100288123	19	1773087	1775542	NA	598
LOC100288152	5	526350	534006	NA	589
LOC100288162	16	14927107	18345624	NA	709
LOC100288181	8	143780671	143805393	NA	210
LOC100288254	5	171645205	171657985	NA	1894
LOC100288570	2	110062555	110615930	NA	1428
LOC100288637	15	28725609	28852501	NA	100
LOC100288748	8	95718688	95720871	NA	1315
LOC100288778	15	4224	100334331	NA	1350
LOC100288798	12	45063725	45332629	NA	14
LOC100288842	9	122595595	122600830	NA	1520
LOC100288846	14	38804657	38806016	NA	881
LOC100288866	17	44938017	45006425	NA	115
LOC100288911	2	36435395	36436217	NA	862
LOC100288966	21	13904368	13935777	NA	691
LOC100289230	5	98292737	98294613	NA	1334
LOC100289333	19	12166829	12179391	NA	677
LOC100289361	3	144202376	144202999	NA	1685
LOC100289473	20	1702010	1708392	NA	74
LOC100289495	6	166676108	166684947	NA	1856
LOC100289511	14	69302752	69304183	NA	1113
LOC100289561	7	101791027	101808081	NA	1361
LOC100289580	16	87325088	87335334	NA	1251
LOC100289650	19	48017854	48022870	NA	951
LOC100289656	15	26832429	26833579	NA	789
LOC100289673	5	109246781	109249099	NA	1418
LOC100294145	6	32969930	32979513	NA	836
LOC100294362	17	75940225	76003563	NA	1164
LOC100303749	5	65276388	65277157	NA	1083
LOC100335030	12	48069223	48072383	NA	951
LOC100379224	19	49301331	49309176	NA	961
LOC100419583	15	42808477	42812341	NA	911
LOC100420587	19	33618135	33910441	NA	105
LOC100421746	X	55323245	55331944	NA	1007
LOC100422212	1	161657483	161659605	NA	1818
LOC100422556	15	49998451	50003609	NA	966
LOC100422737	6	107272019	107341993	NA	1403
LOC100499194	2	114451715	114454031	NA	1458
LOC100499484	9	99040528	99099417	NA	167
LOC100499484-C9ORF174	9	99040528	99179398	NA	167
LOC100499489	10	22764359	22766864	NA	758
LOC100500773	8	97028388	97029752	NA	1325
LOC100505478	9	116468534	116484190	NA	1473
LOC100505515	20	12878987	12880275	NA	683
LOC100505530	6	37583101	37612034	NA	871
LOC100505549	18	53448531	53487506	NA	15
LOC100505622	19	47328620	47333091	NA	946
LOC100505625	5	6739437	6760824	NA	636
LOC100505635	6	39964543	39973134	NA	889
LOC100505658	5	140918061	140925011	NA	1660
LOC100505666	1	153284291	153303091	NA	1754
LOC100505715	19	49087795	49097795	NA	959
LOC100505716	2	28384061	28386830	NA	801
LOC100505736	2	28224925	28283332	NA	800
LOC100505782	17	36812193	36822366	NA	865
LOC100505795	1	163004976	163010502	NA	1828
LOC100505811	5	117646167	117648371	NA	1482
LOC100505817	18	69143155	69168104	NA	1112
LOC100505841	5	121523769	121546257	NA	1512
LOC100505878	5	86078390	86081345	NA	1241
LOC100505887	1	6707391	6712659	NA	636
LOC100505912	4	21938087	21950387	NA	752
LOC100505915	16	15095768	15110555	NA	700
LOC100505918	1	166636050	166658518	NA	1856
LOC100505920	3	195403498	195450636	NA	259
LOC100505921	7	7955994	7974908	NA	645
LOC100505938	7	8268379	8349436	NA	648
LOC100505942	16	66109109	66120149	NA	1089
LOC100505978	12	105598665	105602608	NA	1390
LOC100505984	2	160822475	160836652	NA	226
LOC100506022	1	9407739	9411642	NA	656
LOC100506023	1	171470821	171712917	NA	236
LOC100506071	14	30415135	30428765	NA	817
LOC100506076	2	97310208	97461106	NA	1328
LOC100506082	11	4164957	4180459	NA	616
LOC100506083	16	68907043	68938151	NA	1110
LOC100506085	4	171075486	171133628	NA	1890
LOC100506100	9	130526561	130535343	NA	1580
LOC100506122	4	172198327	172216886	NA	1898
LOC100506123	2	97315412	97455903	NA	1328
LOC100506124	2	166422231	166436697	NA	1854
LOC100506125	12	47469196	47470585	NA	947
LOC100506127	11	75770004	75803313	NA	1163
LOC100506136	7	96088904	96131586	NA	1318
LOC100506142	2	46648899	46660881	NA	940
LOC100506159	12	9980444	9987361	NA	661
LOC100506175	20	48695414	48710235	NA	956
LOC100506178	7	22569480	22580142	NA	757
LOC100506188	6	57233280	57236103	NA	1021
LOC100506207	6	8380854	8730677	NA	1
LOC100506258	11	7415443	7443642	NA	641
LOC100506271	22	36078175	36080825	NA	860
LOC100506272	4	188691027	188830789	NA	31
LOC100506274	2	7478842	7507832	NA	642
LOC100506281	16	73817781	73819602	NA	1148
LOC100506302	7	155127370	155129861	NA	1768
LOC100506314	12	13024037	13028843	NA	684
LOC100506321	14	64626388	64630782	NA	1078
LOC100506368	11	86344310	86389637	NA	155
LOC100506371	17	33614	37042	NA	585
LOC100506384	20	57634913	57636739	NA	1024
LOC100506388	17	180995	183279	NA	586
LOC100506393	12	20058885	20143069	NA	738
LOC100506403	21	35666674	35874932	NA	107
LOC100506406	5	35974659	35975850	NA	859
LOC100506422	9	26056672	26108406	NA	97
LOC100506444	4	54256824	54295282	NA	124
LOC100506457	2	12064692	12635925	NA	677
LOC100506470	20	59087514	59088630	NA	1035
LOC100506472	22	38158110	38163079	NA	876
LOC100506474	2	13024358	13064589	NA	684
LOC100506476	14	73323815	73340084	NA	1144
LOC100506497	7	28986107	29019510	NA	806
LOC100506526	5	61064373	61067282	NA	1050
LOC100506548	5	40861120	40865001	NA	896
LOC100506551	12	115899627	115909525	NA	1469
LOC100506585	7	157340037	157351543	NA	1785
LOC100506603	14	76317828	76322820	NA	1167
LOC100506606	12	29324615	29362048	NA	12
LOC100506639	5	43102881	43129417	NA	114
LOC100506674	5	44780186	44844652	NA	115
LOC100506675	11	32014100	32019440	NA	829
LOC100506679	22	41764534	41778315	NA	903
LOC100506682	7	126904172	126913094	NA	1553
LOC100506688	5	1040291	1050455	NA	9
LOC100506700	14	80978083	80986254	NA	1202
LOC100506725	7	35722571	35725847	NA	857
LOC100506730	1	19492327	19494817	NA	733
LOC100506746	4	88065069	88075026	NA	1256
LOC100506747	1	201222202	201243016	NA	2120
LOC100506790	X	134358019	134359338	NA	1610
LOC100506801	1	21492369	21498949	NA	93
LOC100506804	6	76051449	76058300	NA	1165
LOC100506834	9	88753432	88806768	NA	1262
LOC100506844	12	56611498	56616214	NA	1016
LOC100506858	5	2356833	2365315	NA	75
LOC100506860	7	130248762	130257245	NA	1578
LOC100506869	12	57271750	57492717	NA	127
LOC100506895	7	43514851	43528666	NA	114
LOC100506985	1	24738350	24755102	NA	773
LOC100506990	8	12338892	12468725	NA	84
LOC100507002	17	60527391	60537674	NA	1046
LOC100507006	2	64309038	64333169	NA	1075
LOC100507053	4	100229030	100441536	NA	168
LOC100507065	12	64146865	64322419	NA	134
LOC100507073	2	66654665	66776224	NA	136
LOC100507091	12	122131883	122135244	NA	1516
LOC100507140	2	201285272	201308145	NA	2120
LOC100507144	11	35110772	35116155	NA	852
LOC100507156	8	23249665	23279583	NA	762
LOC100507175	12	66200128	66247178	NA	1090
LOC100507194	6	3128050	3141000	NA	608
LOC100507195	12	67111888	67131531	NA	1097
LOC100507201	2	81541993	81547581	NA	1207
LOC100507205	11	42165868	42231816	NA	113
LOC100507250	12	67354417	67366906	NA	1098
LOC100507283	11	124175533	124209593	NA	1532
LOC100507291	3	140591334	140784851	NA	207
LOC100507334	2	110062555	110083464	NA	1424
LOC100507346	9	97265711	97272122	NA	1327
LOC100507351	17	73054617	73072698	NA	1142
LOC100507373	19	14108963	14143075	NA	692
LOC100507377	12	72813222	72972678	NA	142
LOC100507384	11	45700433	45702682	NA	933
LOC100507387	5	175479157	175484774	NA	1923
LOC100507388	4	76100207	76114596	NA	1165
LOC100507389	3	144128206	144144068	NA	1684
LOC100507391	3	195910438	195984186	NA	259
LOC100507406	6	138093000	138101867	NA	1638
LOC100507424	12	2816242	2839222	NA	606
LOC100507431	11	130219297	130237215	NA	1578
LOC100507437	14	104954962	104957121	NA	1385
LOC100507443	2	208692097	208729731	NA	2177
LOC100507462	6	139088040	139136509	NA	1646
LOC100507468	7	68699058	68700417	NA	1109
LOC100507472	15	99664978	99667032	NA	1345
LOC100507477	6	140339148	140456551	NA	206
LOC100507487	4	129568620	129660001	NA	196
LOC100507506	6	4081304	4102618	NA	616
LOC100507534	16	46440725	46478542	NA	939
LOC100507537	3	156490714	156494183	NA	1778
LOC100507547	6	32228556	32230120	NA	830
LOC100507557	6	146097697	146249414	NA	212
LOC100507564	1	53476869	53481043	NA	15
LOC100507577	16	46947096	46954411	NA	943
LOC100507600	2	136294230	136297127	NA	1624
LOC100507634	1	55453668	55455716	NA	1008
LOC100507639	4	142461727	142473221	NA	1671
LOC100507642	7	244800	250544	NA	586
LOC100507661	3	170102426	170122475	NA	1882
LOC100508046	14	19076912	19080956	NA	730
LOC100630923	7	101791027	101854134	NA	170
LOC100631378	19	43006202	43037676	NA	913
LOC100652758	5	151129546	151131262	NA	1738
LOC100652768	11	116571538	116577840	NA	1474
LOC100652931	Y	22872212	22875919	NA	759
LOC100652999	12	52194034	52197661	NA	983
LOC100996249	7	112045355	112047940	NA	1439
LOC100996251	1	113355831	113417247	NA	181
LOC100996255	15	30616251	30660102	NA	818
LOC100996263	1	117940976	117949915	NA	1484
LOC100996286	4	153241354	153245318	NA	1754
LOC100996291	17	73769024	73786168	NA	1147
LOC100996324	18	12729484	12739421	NA	682
LOC100996325	5	655283	665325	NA	73
LOC100996338	16	52836957	52862292	NA	988
LOC100996342	22	15982484	15992994	NA	88
LOC100996349	19	22582657	22583143	NA	757
LOC100996351	19	3092573	3106173	NA	608
LOC100996385	5	175409286	175421664	NA	1923
LOC100996437	7	65756940	65772024	NA	1086
LOC100996447	3	159745702	159771549	NA	1803
LOC100996455	11	63973104	63975704	NA	1073
LOC100996579	2	161809495	161813807	NA	1819
LOC100996583	1	2409180	2505833	NA	75
LOC100996634	6	109664509	109698410	NA	1421
LOC100996635	1	95748259	95753608	NA	1315
LOC100996654	7	54794499	54840150	NA	1003
LOC100996671	12	125703444	125740817	NA	1544
LOC100996679	12	127137480	127168639	NA	194
LOC100996693	2	220069320	220071253	NA	282
LOC100996694	4	121080142	121104896	NA	1508
LOC101054525	11	100505017	100535211	NA	168
LOC101059948	19	54213316	54214553	NA	998
LOC101060019	2	66985071	67052102	NA	1096
LOC101060091	2	114305229	114365039	NA	1457
LOC101060321	17	31605197	31831106	NA	826
LOC101060385	2	885901	891137	NA	591
LOC101060389	17	33358398	33602398	NA	839
LOC101060498	4	40003976	40027193	NA	890
LOC101060524	1	147168468	147170678	NA	1707
LOC101060542	18	66198355	66202807	NA	1090
LOC101060553	13	110598544	110603925	NA	1428
LOC101241902	8	79797637	79799164	NA	1193
LOC101243545	3	162626908	162648724	NA	1825
LOC101409256	7	89863541	89865486	NA	1270
LOC101448202	9	136851081	136904285	NA	1629
LOC101559451	17	4554273	4555573	NA	619
LOC101593348	12	121276941	121279292	NA	1510
LOC101805491	2	46509832	46522476	NA	939
LOC101926889	20	25113307	25125528	NA	776
LOC101926892	8	71545922	71560476	NA	1130
LOC101926897	13	57637961	57681618	NA	15
LOC101926898	6	46567747	46609176	NA	940
LOC101926905	5	140405973	140437793	NA	1656
LOC101926908	8	73806833	73826632	NA	1148
LOC101926911	15	89366855	89375373	NA	1266
LOC101926913	2	171265123	171335522	NA	236
LOC101926915	6	46352019	46441201	NA	117
LOC101926928	15	89807572	89839084	NA	1270
LOC101926933	14	22468657	22493741	NA	756
LOC101926935	20	25773302	25782657	NA	781
LOC101926940	5	39556289	39560567	NA	886
LOC101926941	5	141685041	141823803	NA	208
LOC101926942	10	92152257	92290542	NA	2
LOC101926943	7	73741206	73781192	NA	1147
LOC101926944	1	60011054	60027089	NA	1042
LOC101926955	20	25884447	25897924	NA	782
LOC101926960	5	42191691	42211204	NA	113
LOC101926962	6	46979166	46985723	NA	943
LOC101926963	7	609007	614665	NA	589
LOC101926964	1	60897890	61063844	NA	131
LOC101926966	2	15748356	15776536	NA	705
LOC101926975	5	142105348	142120742	NA	1669
LOC101927018	17	24277418	24295892	NA	770
LOC101927020	6	49887211	49896175	NA	965
LOC101927021	7	1166535	1172120	NA	593
LOC101927023	5	111591878	111620905	NA	1436
LOC101927027	2	178986631	179013216	NA	1950
LOC101927040	8	80844169	80946527	NA	150
LOC101927043	2	47273047	47425717	NA	118
LOC101927045	14	23981998	24041243	NA	95
LOC101927048	6	49891164	49900438	NA	965
LOC101927051	22	36367784	36384330	NA	862
LOC101927053	2	96948569	96955301	NA	1324
LOC101927055	2	179349897	179352935	NA	1953
LOC101927056	3	127028769	127087610	NA	1554
LOC101927058	12	41295571	41326567	NA	900
LOC101927062	14	26314540	26361166	NA	98
LOC101927066	8	98033267	98527901	NA	166
LOC101927069	9	70757823	70780577	NA	140
LOC101927070	2	98743957	98754793	NA	1338
LOC101927078	5	113811013	114137009	NA	181
LOC101927079	15	19779394	19884928	NA	91
LOC101927081	14	26412178	26453789	NA	786
LOC101927082	6	51594626	51595334	NA	978
LOC101927087	4	125640546	125699039	NA	192
LOC101927100	5	114965750	114984015	NA	1462
LOC101927120	11	56372529	56402130	NA	1015
LOC101927123	3	128523839	128592203	NA	195
LOC101927124	14	30959714	30991840	NA	821
LOC101927131	16	11466616	11474531	NA	672
LOC101927132	16	46449992	46499843	NA	939
LOC101927136	6	53534045	53546032	NA	993
LOC101927139	1	66280770	66288989	NA	1090
LOC101927142	2	100955541	100960055	NA	1355
LOC101927143	1	222463072	222467604	NA	2282
LOC101927151	19	32976214	32989528	NA	836
LOC101927153	15	92200792	92222589	NA	1288
LOC101927156	2	181696808	181972525	NA	246
LOC101927157	4	47611000	47687511	NA	948
LOC101927159	20	40747536	40750616	NA	895
LOC101927164	1	222473937	222482368	NA	2282
LOC101927166	17	43877193	43898401	NA	919
LOC101927178	14	34620037	34652087	NA	849
LOC101927179	4	47528118	47593622	NA	118
LOC101927181	7	2443923	2454011	NA	603
LOC101927188	18	6944675	6947417	NA	79
LOC101927189	6	53902738	53970424	NA	996
LOC101927190	5	115731011	115738166	NA	183
LOC101927196	2	186292845	186313449	NA	2006
LOC101927204	11	58658021	58666857	NA	1032
LOC101927207	17	44890221	44894110	NA	927
LOC101927211	6	57087667	57144970	NA	1020
LOC101927229	18	50924132	50942535	NA	973
LOC101927230	17	45647053	45647780	NA	933
LOC101927237	4	67965617	67970313	NA	1103
LOC101927239	17	29520507	29534764	NA	810
LOC101927243	7	76882450	76892696	NA	1171
LOC101927244	1	70944723	71024739	NA	1126
LOC101927248	13	94154998	94158741	NA	1303
LOC101927257	22	39247749	39252657	NA	884
LOC101927267	12	47972680	48004626	NA	951
LOC101927269	7	79838768	79841691	NA	1194
LOC101927272	16	49260266	49263051	NA	960
LOC101927274	17	46744968	46767522	NA	941
LOC101927280	5	117714566	117925711	NA	185
LOC101927282	4	130864775	130912083	NA	1583
LOC101927284	13	94211195	94385665	NA	20
LOC101927285	2	59298346	59360039	NA	1037
LOC101927286	15	95714604	95866045	NA	164
LOC101927292	12	48592002	48606389	NA	955
LOC101927296	3	73653162	73701615	NA	143
LOC101927305	4	132905442	132932087	NA	199
LOC101927310	15	95897517	95904932	NA	1316
LOC101927311	16	14010633	14017376	NA	691
LOC101927314	6	97860182	98263514	NA	166
LOC101927318	12	48631561	48642974	NA	956
LOC101927322	18	54488220	54490085	NA	1000
LOC101927334	16	49609169	49627189	NA	963
LOC101927342	1	76249596	76257629	NA	1166
LOC101927348	16	14020237	14022435	NA	691
LOC101927354	7	7261309	7284225	NA	640
LOC101927356	7	81476428	81497207	NA	1206
LOC101927358	9	76176266	76188266	NA	1166
LOC101927359	4	134234464	134289721	NA	1609
LOC101927365	6	99979467	99985911	NA	1347
LOC101927374	3	79543566	79567067	NA	148
LOC101927378	7	83999727	84051570	NA	153
LOC101927379	5	121992545	122094154	NA	189
LOC101927391	7	7556259	7572221	NA	642
LOC101927394	3	7969491	8032994	NA	80
LOC101927406	2	194917237	194992600	NA	2072
LOC101927410	18	10651929	10656884	NA	666
LOC101927411	19	37284837	37288662	NA	869
LOC101927412	1	80774027	80885061	NA	1202
LOC101927415	12	122631565	122634827	NA	1520
LOC101927416	3	9209176	9211137	NA	655
LOC101927418	14	44437860	44450870	NA	924
LOC101927419	10	103002567	103013297	NA	1370
LOC101927421	5	124400422	124731326	NA	191
LOC101927431	2	195303563	195334404	NA	2075
LOC101927434	1	81752152	81795975	NA	18
LOC101927437	13	99191124	99407420	NA	167
LOC101927438	2	64926767	64944269	NA	1080
LOC101927446	7	89802472	89811344	NA	1270
LOC101927450	9	80940157	80950401	NA	1202
LOC101927460	5	124856852	124965819	NA	192
LOC101927464	12	125146490	125154431	NA	1539
LOC101927468	1	146146993	146185966	NA	1700
LOC101927472	10	106073111	106076493	NA	1394
LOC101927476	X	40007113	40031918	NA	890
LOC101927478	1	227710799	227716457	NA	2322
LOC101927481	18	66153654	66170675	NA	1089
LOC101927482	2	196832992	196837173	NA	2086
LOC101927488	5	125636108	125648766	NA	1543
LOC101927492	2	105079941	105085834	NA	1386
LOC101927495	11	61112541	61131594	NA	1051
LOC101927497	7	92303732	92384437	NA	1289
LOC101927501	X	42921186	42970791	NA	912
LOC101927502	9	83494447	83581634	NA	1222
LOC101927523	10	106224687	106230023	NA	1395
LOC101927526	22	43217870	43219332	NA	914
LOC101927539	17	53033224	53040772	NA	989
LOC101927543	8	121842673	121858253	NA	1514
LOC101927549	10	107423357	107570081	NA	175
LOC101927550	7	98448723	98472038	NA	1336
LOC101927557	17	52954607	52955957	NA	989
LOC101927560	1	84039786	84098817	NA	1226
LOC101927571	18	18557451	18620798	NA	90
LOC101927572	19	41197240	41228739	NA	899
LOC101927575	9	85868177	85899314	NA	1240
LOC101927577	2	66777665	66783863	NA	1094
LOC101927580	16	58446757	58645376	NA	128
LOC101927583	12	56298454	56301953	NA	1014
LOC101927587	1	83814059	84099267	NA	2
LOC101927588	8	125274112	125328820	NA	192
LOC101927592	12	125965725	126110895	NA	193
LOC101927604	1	229077214	229081384	NA	2332
LOC101927616	12	126374652	126390570	NA	1549
LOC101927619	2	198872331	198948066	NA	2102
LOC101927620	14	52689821	52693996	NA	123
LOC101927623	9	87932274	87961807	NA	156
LOC101927630	7	17469593	17565058	NA	89
LOC101927636	4	145052933	145123055	NA	211
LOC101927637	12	126681766	126686965	NA	1551
LOC101927640	6	112664489	112734578	NA	180
LOC101927641	2	200181035	200232100	NA	2112
LOC101927650	16	63733159	63767977	NA	1071
LOC101927651	18	72463725	72479956	NA	1137
LOC101927653	12	57246008	57461765	NA	127
LOC101927657	8	127406921	127410960	NA	1557
LOC101927661	2	67294043	67325210	NA	1098
